SEZIONE,MUNICIPIO,TOTALE,PECORILLI SONIA,ROCCA FRANCESCO,RINALDI ROSA,BIANCHI DONATELLA,D'AMATO ALESSIO,AFFLUENZA
1108,7,325,3,128,5,44,145,0.44459644322845415
1109,7,299,1,106,5,37,150,0.2529610829103215
1110,7,347,2,158,3,36,148,0.42998760842627015
1111,7,293,5,101,8,46,133,0.42961876832844575
1112,7,426,6,210,8,43,159,0.4226190476190476
1113,7,302,3,147,3,38,111,0.37797246558197745
1114,7,318,3,167,2,33,113,0.346782988004362
1115,7,279,4,86,7,40,142,0.33373205741626794
1116,7,289,3,133,1,42,110,0.2867063492063492
1117,7,294,2,122,8,52,110,0.3989145183175034
1118,7,271,6,111,0,29,125,0.3677069199457259
1119,7,345,6,136,2,49,152,0.47586206896551725
1120,7,228,0,121,2,23,82,0.35023041474654376
1121,7,248,5,92,0,38,113,0.37349397590361444
1122,7,198,1,92,2,15,88,0.19373776908023482
1123,7,317,4,133,8,51,121,0.38848039215686275
1124,7,361,8,172,6,43,132,0.42823250296559906
1125,7,340,2,182,3,37,116,0.3310613437195716
1126,7,347,1,195,2,39,110,0.38470066518847007
1127,8,50,1,31,0,3,15,0.04258943781942078
1128,6,300,5,156,3,52,84,0.33444816053511706
1129,6,190,6,93,4,40,47,0.26988636363636365
1130,6,304,4,133,2,53,112,0.38676844783715014
1131,6,331,0,161,4,48,118,0.402676399026764
1132,6,176,0,94,1,24,57,0.14877430262045646
1133,6,165,0,87,1,28,49,0.15249537892791126
1134,6,200,1,102,3,25,69,0.25380710659898476
1135,6,184,1,101,2,21,59,0.2241169305724726
1136,7,351,2,165,3,57,124,0.37261146496815284
1137,7,330,1,163,6,55,105,0.39615846338535415
1138,7,347,3,166,1,38,139,0.40968122786304606
1139,7,268,4,87,3,49,125,0.36462585034013606
1140,7,259,1,115,4,44,95,0.38144329896907214
1141,7,300,6,117,2,41,134,0.4297994269340974
1142,7,229,3,99,4,32,91,0.33925925925925926
1143,7,310,0,121,1,42,146,0.4223433242506812
1144,7,352,11,140,2,54,145,0.3893805309734513
1145,7,248,1,101,3,35,108,0.2256596906278435
1146,7,227,0,94,1,44,88,0.3614649681528662
1147,7,203,3,96,2,31,71,0.3548951048951049
1148,7,321,3,128,3,47,140,0.41419354838709677
1149,7,223,3,100,1,31,88,0.20880149812734083
1150,7,294,3,88,3,57,143,0.37168141592920356
1151,7,311,2,137,0,38,134,0.39719029374201786
1152,7,411,4,187,5,94,121,0.3583260680034874
1153,7,344,3,183,3,63,92,0.28500414250207123
1154,7,229,4,119,1,44,61,0.28660826032540676
1155,7,301,4,185,0,35,77,0.24814509480626545
1156,7,328,6,189,3,47,83,0.30740393626991563
1157,7,240,4,112,2,46,76,0.30456852791878175
1158,7,339,2,146,8,73,110,0.3070652173913043
1159,7,308,3,149,3,32,121,0.3528064146620848
1160,7,421,8,218,1,55,139,0.3333333333333333
1161,7,464,1,286,2,47,128,0.3656422379826635
1162,7,390,5,176,0,56,153,0.3333333333333333
1163,7,203,4,85,3,30,81,0.18796296296296297
1164,7,338,8,131,1,46,152,0.39211136890951276
1165,7,302,6,139,5,43,109,0.31069958847736623
1166,7,366,3,226,1,46,90,0.33485818847209514
1167,7,278,2,144,4,36,92,0.3505674653215637
1168,7,377,3,177,5,61,131,0.34875115633672527
1169,7,367,4,204,2,51,106,0.361576354679803
1170,7,315,3,149,0,43,120,0.32507739938080493
1171,7,315,7,169,3,51,85,0.3312302839116719
1172,7,317,4,148,4,41,120,0.3305526590198123
1173,7,351,2,167,5,52,125,0.34615384615384615
1174,7,288,2,143,2,53,88,0.32432432432432434
1175,7,226,3,106,3,32,82,0.300132802124834
1176,7,246,1,114,3,33,95,0.20297029702970298
1177,7,356,4,172,4,64,112,0.3655030800821355
1178,7,256,3,126,0,51,76,0.2942528735632184
1179,7,242,0,100,3,35,104,0.23495145631067962
1180,7,289,3,126,3,42,115,0.36215538847117795
1181,7,220,1,101,3,41,74,0.2795425667090216
1182,7,234,2,107,6,39,80,0.2623318385650224
1183,7,291,1,141,0,51,98,0.3890374331550802
1184,7,255,3,135,0,36,81,0.35075653370013754
1185,7,356,3,172,4,46,131,0.3666323377960865
1186,7,276,2,152,2,52,68,0.22678718159408381
1187,7,346,1,190,5,43,107,0.3388834476003918
1188,7,346,1,185,3,47,110,0.3301526717557252
1189,7,297,5,148,5,33,106,0.3068181818181818
1190,7,325,2,149,6,45,123,0.2938517179023508
1191,7,389,1,209,4,59,116,0.3257956448911223
1192,7,317,4,176,0,47,90,0.2775831873905429
1193,7,256,1,146,5,39,65,0.2939150401836969
1194,8,190,3,122,1,17,47,0.36259541984732824
1195,8,96,0,57,0,10,29,0.07228915662650602
1196,9,280,0,159,2,43,76,0.3305785123966942
1197,9,294,1,186,7,35,65,0.2629695885509839
1198,9,291,1,179,1,30,80,0.2861356932153392
1199,9,441,1,229,2,65,144,0.35970636215334423
1200,9,295,3,154,1,36,101,0.2872444011684518
1201,9,348,3,199,1,61,84,0.2926829268292683
1202,9,284,2,162,3,35,82,0.3008474576271186
1203,9,344,1,213,3,62,65,0.38608305274971944
1204,9,351,2,198,3,85,63,0.3305084745762712
1205,9,327,1,171,0,82,73,0.258498023715415
1206,9,219,1,131,1,45,41,0.21791044776119403
1207,9,438,0,245,1,52,140,0.35465587044534413
1208,9,370,2,210,1,47,110,0.3217391304347826
1209,9,279,1,171,3,31,73,0.3345323741007194
1210,9,245,3,141,4,38,59,0.330188679245283
1211,9,380,2,200,6,56,116,0.3281519861830743
1212,9,375,1,202,4,48,120,0.3654970760233918
1213,9,200,1,127,3,25,44,0.2695417789757412
1214,9,344,6,227,3,47,61,0.29152542372881357
1215,9,337,3,156,3,69,106,0.273538961038961
1216,9,351,4,212,3,40,92,0.3301975540921919
1217,1,380,2,108,7,48,215,0.3913491246138002
1218,9,322,0,170,2,30,120,0.3191278493557978
1219,10,340,1,183,1,44,111,0.35864978902953587
1220,1,337,3,85,10,47,192,0.32403846153846155
1221,1,403,4,88,6,58,247,0.45952109464082097
1222,1,309,9,76,7,31,186,0.33405405405405403
1223,1,288,1,89,7,47,144,0.3137254901960784
1224,1,240,3,72,4,34,127,0.19950124688279303
1225,1,163,3,52,1,27,80,0.14618834080717488
1226,1,307,4,88,9,48,158,0.42112482853223593
1227,1,201,2,44,3,25,127,0.1655683690280066
1228,1,419,0,139,0,43,237,0.3333333333333333
1229,1,291,6,108,7,18,152,0.3745173745173745
1230,8,325,8,70,8,51,188,0.3113026819923372
1231,8,162,1,49,3,18,91,0.158203125
1232,8,301,3,71,5,32,190,0.3000997008973081
1233,8,217,3,67,1,31,115,0.28894806924101196
1234,8,260,2,95,3,40,120,0.3863298662704309
1235,8,300,7,110,4,29,150,0.36764705882352944
1236,8,354,3,107,6,41,197,0.4270205066344994
1237,8,303,0,109,7,43,144,0.4322396576319544
1238,8,351,10,138,3,45,155,0.45115681233933164
1239,8,369,3,143,1,58,164,0.43565525383707204
1240,8,457,3,198,2,34,220,0.416970802919708
1241,8,288,3,127,0,32,126,0.518918918918919
1242,8,394,2,146,6,41,199,0.43924191750278707
1243,8,329,2,113,5,22,187,0.4888558692421991
1244,8,245,2,76,2,38,127,0.3441011235955056
1245,8,268,4,109,7,24,124,0.35356200527704484
1246,8,166,1,53,2,25,85,0.13050314465408805
1247,8,298,6,61,13,53,165,0.3791348600508906
1248,8,209,1,87,2,33,86,0.3157099697885196
1249,8,372,6,108,5,42,211,0.41471571906354515
1250,8,376,4,123,2,58,189,0.3840653728294178
1251,8,190,2,78,0,22,88,0.3225806451612903
1252,8,271,2,112,6,31,120,0.2729103726082578
1253,8,318,7,106,2,42,161,0.2736660929432014
1254,8,233,1,64,4,27,137,0.22085308056872038
1255,8,258,2,84,10,33,129,0.3598326359832636
1256,8,323,3,110,3,33,174,0.3545554335894621
1257,8,322,4,77,7,50,184,0.3847072879330944
1258,8,395,4,105,15,47,224,0.45454545454545453
1259,8,415,4,95,3,48,265,0.47266514806378135
1260,8,407,3,98,4,48,254,0.4547486033519553
1261,8,218,1,95,0,27,95,0.16846986089644514
1262,8,250,3,81,3,39,124,0.3671071953010279
1263,8,429,6,108,9,61,245,0.45110410094637227
1264,8,256,4,61,6,42,143,0.2316742081447964
1265,8,232,5,79,0,17,131,0.3563748079877112
1266,8,288,5,90,1,40,152,0.3764705882352941
1267,8,256,7,69,4,41,135,0.39751552795031053
1268,8,278,2,101,3,39,133,0.3803009575923393
1269,8,389,2,117,7,56,207,0.3965341488277268
1270,11,286,0,175,0,38,73,0.2708333333333333
1271,8,405,3,157,3,46,196,0.42231491136600624
1272,8,341,8,141,1,50,141,0.3128440366972477
1273,13,178,1,105,0,30,42,0.14262820512820512
1274,8,274,5,92,4,36,137,0.3629139072847682
1275,8,237,3,79,4,45,106,0.22026022304832713
1276,8,272,1,70,3,42,156,0.24526600541027954
1277,8,281,5,92,4,41,139,0.37617135207496655
1278,8,327,5,113,7,45,157,0.4032059186189889
1279,8,244,4,76,3,30,131,0.20660457239627433
1280,8,371,3,130,4,35,199,0.5096153846153846
1281,8,376,5,145,3,35,188,0.4341801385681293
1282,8,247,9,75,7,38,118,0.3664688427299703
1283,8,253,3,90,4,35,121,0.38685015290519875
1284,8,399,6,166,4,50,173,0.4370208105147864
1285,8,273,7,88,4,30,144,0.39970717423133234
1286,8,279,6,65,2,29,177,0.34317343173431736
1287,8,311,6,106,5,34,160,0.37926829268292683
1288,8,325,1,107,5,56,156,0.4231770833333333
1289,8,249,1,95,3,27,123,0.25564681724845995
1290,8,270,2,107,2,37,122,0.43618739903069464
1291,8,208,1,85,1,20,101,0.325
1292,8,250,2,84,5,42,117,0.36075036075036077
1293,8,226,2,104,1,25,94,0.35257410296411856
1294,9,61,0,45,0,4,12,0.04236111111111111
1295,12,324,6,77,4,32,205,0.294010889292196
1296,12,180,1,49,4,18,108,0.16822429906542055
1297,12,172,0,38,4,29,101,0.1491760624457936
1298,11,266,2,99,3,31,131,0.18719211822660098
1299,11,277,4,133,2,26,112,0.29562433297758806
1300,11,207,4,88,2,30,83,0.3169984686064318
1301,11,317,7,129,1,37,143,0.32546201232032856
1302,11,214,4,79,4,25,102,0.20616570327552985
1303,11,242,8,99,5,29,101,0.3032581453634085
1304,11,270,2,118,5,24,121,0.34974093264248707
1305,11,225,4,91,2,36,92,0.3532182103610675
1306,11,227,1,122,4,29,71,0.2936610608020699
1307,11,342,4,149,5,43,141,0.3630573248407643
1308,14,204,0,129,0,43,32,0.25660377358490566
1309,11,209,3,93,5,23,85,0.18778077268643306
1310,11,327,7,142,2,41,135,0.3293051359516616
1311,11,185,1,63,1,30,90,0.15301902398676592
1312,11,256,3,103,5,38,107,0.3427041499330656
1313,11,324,2,137,2,34,149,0.4302788844621514
1314,11,270,4,95,5,39,127,0.4333868378812199
1315,11,331,2,126,4,42,157,0.42327365728900257
1316,11,320,5,123,1,41,150,0.36739380022962115
1317,11,180,2,83,0,24,71,0.30201342281879195
1318,11,185,1,95,0,16,73,0.2562326869806094
1319,11,251,1,112,4,31,103,0.3242894056847545
1320,11,183,0,90,5,29,59,0.19741100323624594
1321,11,187,1,63,3,27,93,0.15955631399317405
1322,11,330,3,133,1,45,148,0.43593130779392336
1323,11,225,4,100,2,32,87,0.3640776699029126
1324,11,174,0,79,7,26,62,0.13842482100238662
1325,11,277,4,122,1,34,116,0.38795518207282914
1326,11,246,3,89,7,34,113,0.3215686274509804
1327,11,217,3,84,3,24,103,0.241917502787068
1328,11,291,5,123,0,39,124,0.3900804289544236
1329,11,194,5,90,3,27,69,0.17572463768115942
1330,11,174,2,90,4,26,52,0.13787638668779714
1331,11,243,3,119,2,30,89,0.3257372654155496
1332,11,232,3,86,2,25,116,0.28963795255930086
1333,11,149,2,72,1,24,50,0.14326923076923076
1334,11,212,3,100,3,35,71,0.33865814696485624
1335,11,164,2,73,4,20,65,0.14065180102915953
1336,11,193,0,80,1,26,86,0.2937595129375951
1337,11,256,3,118,3,38,94,0.2340036563071298
1338,11,254,6,137,2,34,75,0.33731739707835323
1339,11,276,1,131,4,39,101,0.33906633906633904
1340,11,164,1,66,2,24,71,0.1312
1341,11,136,2,57,2,23,52,0.11295681063122924
1342,11,177,5,107,1,22,42,0.17933130699088146
1343,11,204,2,87,2,26,87,0.31432973805855163
1344,11,170,3,91,2,28,46,0.2715654952076677
1345,11,183,2,101,1,27,52,0.25558659217877094
1346,11,229,2,123,7,32,65,0.2564389697648376
1347,11,191,4,88,1,35,63,0.2605729877216917
1348,11,256,4,119,4,32,97,0.289920724801812
1349,11,265,2,150,5,32,76,0.35333333333333333
1350,11,285,4,157,4,40,80,0.3283410138248848
1351,11,232,2,125,3,42,60,0.29441624365482233
1352,11,163,2,83,2,13,63,0.2703150912106136
1353,11,156,3,80,1,26,46,0.17105263157894737
1354,11,222,3,100,4,45,70,0.3781942078364566
1355,11,223,2,105,6,30,80,0.2250252270433905
1356,11,256,4,91,1,22,138,0.21139554087530965
1357,11,257,2,93,1,38,123,0.29779837775202783
1358,11,331,8,151,1,34,137,0.4254498714652956
1359,11,266,4,129,5,37,91,0.32399512789281365
1360,11,348,3,154,3,43,145,0.41626794258373206
1361,11,318,2,116,3,40,157,0.28804347826086957
1362,11,306,2,122,4,34,144,0.37317073170731707
1363,11,280,8,119,3,29,121,0.37283621837549935
1364,11,194,3,78,3,31,79,0.15785191212367777
1365,11,229,4,90,3,33,99,0.20428189116859946
1366,11,274,4,108,3,51,108,0.38865248226950355
1367,11,295,6,112,5,31,141,0.37341772151898733
1368,11,304,7,141,2,26,128,0.3833543505674653
1369,11,316,2,129,3,44,138,0.39648682559598497
1370,11,280,7,104,3,38,128,0.39381153305203936
1371,11,303,3,124,2,40,134,0.40671140939597317
1372,11,327,9,122,3,45,148,0.4027093596059113
1373,11,379,3,188,5,33,150,0.4211111111111111
1374,11,438,3,191,3,34,207,0.4630021141649049
1375,11,378,4,141,5,28,200,0.4405594405594406
1376,11,368,2,140,3,33,190,0.45153374233128835
1377,11,375,5,146,2,41,181,0.4129955947136564
1378,11,269,4,110,6,38,111,0.38373751783166904
1379,11,301,2,117,5,44,133,0.39867549668874175
1380,11,317,1,155,4,27,130,0.3703271028037383
1381,11,364,0,188,0,26,150,0.5041551246537396
1382,11,244,4,106,3,35,96,0.3370165745856354
1383,12,309,4,107,4,22,172,0.3772893772893773
1384,12,258,4,85,9,12,148,0.215
1385,12,281,3,99,3,34,142,0.3150224215246637
1386,12,305,5,102,4,31,163,0.3567251461988304
1387,12,290,1,118,3,28,140,0.3620474406991261
1388,12,247,4,86,3,20,134,0.33559782608695654
1389,12,254,0,84,9,26,135,0.3649425287356322
1390,12,295,6,78,5,34,172,0.3997289972899729
1391,12,379,6,135,5,36,197,0.42017738359201773
1392,12,374,5,104,5,31,229,0.4594594594594595
1393,12,348,2,124,1,32,189,0.4187725631768953
1394,12,396,4,111,4,24,253,0.45993031358885017
1395,12,343,1,116,4,44,178,0.4177831912302071
1396,12,267,0,78,1,26,162,0.3111888111888112
1397,12,381,0,148,5,41,187,0.42286348501664817
1398,12,380,3,84,4,39,250,0.4449648711943794
1399,12,337,6,126,1,31,173,0.40456182472989194
1400,12,273,1,91,5,31,145,0.2681728880157171
1401,12,385,4,145,17,18,201,0.41487068965517243
1402,12,427,6,130,18,28,245,0.46768893756845564
1403,12,347,4,91,9,28,215,0.337220602526725
1404,12,393,4,122,11,42,214,0.4055727554179567
1405,12,333,5,102,7,25,194,0.3373860182370821
1406,12,333,2,110,7,26,188,0.3978494623655914
1407,12,234,1,79,4,24,126,0.28398058252427183
1408,12,309,3,126,4,28,148,0.3391877058177827
1409,12,292,3,107,0,18,164,0.41418439716312055
1410,12,319,4,136,5,32,142,0.3717948717948718
1411,12,215,4,71,0,36,104,0.2205128205128205
1412,12,332,6,137,3,37,149,0.3751412429378531
1413,12,300,2,117,4,28,149,0.3640776699029126
1414,12,306,1,125,3,44,133,0.37454100367197063
1415,12,171,0,60,0,14,97,0.3399602385685885
1416,12,318,11,126,6,43,132,0.34378378378378377
1417,12,267,4,98,5,28,132,0.21274900398406374
1418,12,363,2,126,3,34,198,0.39499455930359084
1419,12,295,4,105,6,34,146,0.3446261682242991
1420,12,286,4,96,5,26,155,0.3548387096774194
1421,12,227,3,67,4,28,125,0.2788697788697789
1422,12,314,10,102,6,38,158,0.30221366698748797
1423,12,226,1,74,4,25,122,0.25195094760312153
1424,12,234,8,93,5,37,91,0.2881773399014778
1425,12,283,2,104,3,22,152,0.3748344370860927
1426,12,268,1,77,1,36,153,0.23344947735191637
1427,12,332,0,93,4,32,203,0.39429928741092635
1428,12,380,3,156,3,53,165,0.4021164021164021
1429,12,377,3,140,15,52,167,0.42312008978675647
1430,12,291,2,108,1,31,149,0.36329588014981273
1431,12,353,4,119,8,45,177,0.4401496259351621
1432,12,306,5,98,4,38,161,0.36823104693140796
1433,12,251,2,50,11,31,157,0.20258272800645682
1434,12,262,0,91,4,29,138,0.34933333333333333
1435,12,309,1,110,6,35,157,0.40182054616384916
1436,12,287,4,102,6,37,138,0.41117478510028654
1437,12,346,2,124,3,39,178,0.325187969924812
1438,12,359,3,123,2,45,186,0.429940119760479
1439,12,307,3,122,3,37,142,0.27883742052679383
1440,12,313,1,118,3,35,156,0.39470365699873894
1441,12,302,8,110,6,39,139,0.29235237173281703
1442,12,340,4,120,3,33,180,0.302491103202847
1443,12,309,7,128,3,35,136,0.42155525238744884
1444,12,276,0,86,12,45,133,0.3828016643550624
1445,12,358,6,124,3,41,184,0.40179573512906847
1446,12,409,7,141,5,53,203,0.3994140625
1447,12,234,2,93,5,24,110,0.3023255813953488
1448,12,423,4,137,4,58,220,0.4338461538461538
1449,12,263,4,97,6,34,122,0.2397447584320875
1450,12,236,3,87,0,27,119,0.20701754385964913
1451,12,436,8,180,5,37,206,0.43339960238568587
1452,12,360,0,135,5,46,174,0.39867109634551495
1453,12,410,0,168,3,35,204,0.43803418803418803
1454,12,272,1,118,0,23,130,0.2163882259347653
1455,12,410,3,164,3,50,190,0.44711014176663033
1456,12,269,3,111,4,23,128,0.3300613496932515
1457,12,331,4,154,1,41,131,0.39311163895486934
1458,12,355,2,171,3,33,146,0.37407797681770283
1459,12,391,4,194,1,35,157,0.3913913913913914
1460,12,355,1,182,5,29,138,0.38840262582056895
1461,12,189,1,97,1,7,83,0.26657263751763044
1462,12,338,2,164,2,20,150,0.4305732484076433
1463,12,321,6,149,4,18,144,0.32261306532663314
1464,12,295,2,143,1,16,133,0.39228723404255317
1465,12,353,2,136,3,26,186,0.3791621911922664
1466,12,375,1,154,1,44,175,0.39267015706806285
1467,12,242,2,94,1,27,118,0.24948453608247423
1468,11,270,4,102,1,42,121,0.3604806408544726
1469,11,239,3,86,0,37,113,0.369969040247678
1470,11,288,4,113,4,45,122,0.3586550435865504
1471,11,266,3,131,1,28,103,0.35185185185185186
1472,8,367,2,169,3,34,159,0.4218390804597701
1473,8,385,1,147,6,18,213,0.45997610513739545
1474,8,278,3,123,1,8,143,0.4688026981450253
1475,8,278,2,125,2,10,139,0.23519458544839256
1476,8,272,1,112,4,32,123,0.4296998420221169
1477,8,302,1,129,3,23,146,0.29010566762728146
1478,8,183,7,94,6,18,58,0.17118802619270346
1479,8,273,6,99,4,48,116,0.3888888888888889
1480,8,431,0,155,10,46,220,0.4466321243523316
1481,8,373,3,122,4,41,203,0.4504830917874396
1482,8,363,3,134,5,42,179,0.4069506726457399
1483,8,207,9,109,4,19,66,0.25492610837438423
1484,8,360,7,111,2,41,199,0.4176334106728538
1485,8,273,7,105,4,36,121,0.3116438356164384
1486,8,202,4,83,7,31,77,0.2786206896551724
1487,8,270,0,111,11,36,112,0.24258760107816713
1488,8,286,4,97,3,36,146,0.38596491228070173
1489,8,260,3,99,4,37,117,0.3969465648854962
1490,8,343,2,109,9,44,179,0.42714819427148193
1491,8,273,2,91,4,30,146,0.364
1492,8,333,4,111,5,45,168,0.41263940520446096
1493,8,361,3,117,3,34,204,0.446229913473424
1494,8,278,2,75,2,32,167,0.36103896103896105
1495,8,389,2,134,6,38,209,0.44004524886877827
1496,8,330,3,123,10,34,160,0.37844036697247707
1497,8,311,4,117,4,43,143,0.3774271844660194
1498,8,334,4,134,3,42,151,0.43041237113402064
1499,8,284,3,109,4,38,130,0.39943741209563993
1500,8,302,5,110,5,47,135,0.3793969849246231
1501,8,303,1,137,3,23,139,0.4190871369294606
1502,8,317,4,129,2,36,146,0.3438177874186551
1503,8,247,1,109,1,22,114,0.24287118977384464
1504,8,321,6,110,7,63,135,0.42181340341655715
1505,8,410,5,154,4,41,206,0.47785547785547783
1506,8,502,1,207,4,60,230,0.40224358974358976
1507,8,388,3,172,0,39,174,0.41586280814576637
1508,8,416,2,180,0,32,202,0.4865497076023392
1509,8,453,3,224,5,39,182,0.4650924024640657
1510,8,431,5,146,3,53,224,0.4050751879699248
1511,8,316,3,123,1,38,151,0.41092327698309494
1512,8,299,2,152,0,18,127,0.4051490514905149
1513,8,423,2,157,4,51,209,0.4225774225774226
1514,8,351,15,149,7,40,140,0.36148300720906285
1515,8,374,1,167,0,23,183,0.44576877234803336
1516,8,328,2,148,0,28,150,0.41051314142678347
1517,8,270,1,117,0,27,125,0.22998296422487224
1518,8,465,4,155,5,41,260,0.43661971830985913
1519,8,377,5,157,0,36,179,0.3935281837160752
1520,8,293,4,119,0,25,145,0.32519422863485015
1521,8,298,2,132,4,45,115,0.3962765957446808
1522,8,180,1,69,0,28,82,0.18633540372670807
1523,8,380,3,135,5,44,193,0.4600484261501211
1524,8,505,5,208,2,56,234,0.4710820895522388
1525,8,395,6,154,4,46,185,0.4030612244897959
1526,8,368,3,148,7,34,176,0.42840512223515714
1527,8,325,2,143,2,26,152,0.316147859922179
1528,8,397,3,142,3,42,207,0.4648711943793911
1529,8,253,4,113,3,29,104,0.32229299363057323
1530,8,356,4,148,5,32,167,0.48567530695770805
1531,8,313,1,123,3,30,156,0.52428810720268
1532,8,394,3,130,2,37,222,0.5218543046357615
1533,8,443,3,157,5,49,229,0.4857456140350877
1534,8,420,4,172,5,44,195,0.43704474505723206
1535,8,274,1,97,3,33,140,0.40058479532163743
1536,8,182,1,108,0,13,60,0.2266500622665006
1537,9,369,5,166,1,22,175,0.5040983606557377
1538,9,387,1,152,2,32,200,0.489873417721519
1539,9,328,1,133,1,30,163,0.31752178121974833
1540,9,327,0,125,3,46,153,0.42745098039215684
1541,9,346,2,157,4,41,142,0.5282442748091603
1542,9,331,3,155,6,32,135,0.47083926031294454
1543,9,269,3,127,1,19,119,0.2152
1544,9,363,4,157,2,30,170,0.4714285714285714
1545,9,410,5,128,7,55,215,0.39159503342884433
1546,9,354,2,128,3,38,183,0.4244604316546763
1547,9,416,2,132,5,40,237,0.4765177548682703
1548,9,366,3,138,6,32,187,0.40175631174533477
1549,9,332,1,124,4,37,166,0.4014510278113664
1550,9,265,1,106,5,36,117,0.22476675148430875
1551,9,349,3,144,2,28,172,0.4445859872611465
1552,9,365,0,158,2,27,178,0.40736607142857145
1553,9,380,3,149,4,42,182,0.4413472706155633
1554,9,150,3,92,1,19,35,0.1529051987767584
1555,9,173,3,92,1,23,54,0.3008695652173913
1556,9,186,2,114,1,24,45,0.1456538762725137
1557,9,358,4,162,4,34,154,0.31765749778172137
1558,9,386,4,153,7,68,154,0.40717299578059074
1559,9,363,4,144,0,64,151,0.3558823529411765
1560,10,13,0,8,0,3,2,0.010682004930156122
1561,9,204,0,88,1,21,94,0.16531604538087522
1562,9,263,1,132,1,12,117,0.26326326326326327
1563,9,186,0,96,1,4,85,0.17174515235457063
1564,9,410,0,234,1,23,152,0.4187946884576098
1565,9,344,3,168,3,18,152,0.46174496644295304
1566,9,320,2,165,2,20,131,0.3559510567296997
1567,9,322,3,155,0,29,135,0.3581757508342603
1568,9,385,1,172,6,36,170,0.44100801832760594
1569,9,402,4,165,2,50,181,0.4313304721030043
1570,11,290,0,118,0,38,134,0.4538341158059468
1571,11,292,0,127,3,21,141,0.23322683706070288
1572,11,352,3,152,2,31,164,0.36935991605456453
1573,11,356,4,155,2,49,146,0.3799359658484525
1574,7,241,6,82,5,42,106,0.2277882797731569
1575,11,355,6,157,5,40,147,0.4206161137440758
1576,11,151,1,82,0,19,49,0.12829226847918437
1577,11,326,6,107,7,36,170,0.3410041841004184
1578,11,208,1,111,0,32,64,0.2751322751322751
1579,11,242,2,127,2,28,83,0.2768878718535469
1580,11,145,3,65,3,24,50,0.23387096774193547
1581,11,257,3,125,7,29,93,0.33771353482260186
1582,11,180,3,99,2,26,50,0.2564102564102564
1583,11,190,6,89,1,34,60,0.30063291139240506
1584,11,302,2,156,1,38,105,0.36167664670658684
1585,11,237,6,105,2,32,92,0.316
1586,11,242,4,149,0,27,62,0.31842105263157894
1587,11,216,2,116,1,35,62,0.297111416781293
1588,11,187,1,94,3,32,57,0.29967948717948717
1589,11,281,2,152,1,47,79,0.30182599355531686
1590,11,268,4,152,2,40,70,0.31942789034564956
1591,11,285,2,176,1,41,65,0.2709125475285171
1592,11,322,12,161,2,49,98,0.3522975929978118
1593,11,296,4,131,1,34,126,0.4327485380116959
1594,11,362,6,173,5,49,129,0.41753171856978083
1595,11,398,4,173,1,57,163,0.38981390793339865
1596,11,258,7,130,0,46,75,0.26875
1597,11,379,1,209,1,36,132,0.3907216494845361
1598,11,317,2,162,0,37,116,0.4053708439897698
1599,11,384,3,185,2,45,149,0.39669421487603307
1600,11,317,2,159,2,35,119,0.3686046511627907
1601,11,292,2,120,4,30,136,0.31601731601731603
1602,11,200,1,102,1,23,73,0.18034265103697025
1603,9,510,5,233,1,92,179,0.4214876033057851
1604,8,31,0,13,1,6,11,0.02252906976744186
1605,9,479,3,201,3,42,230,0.4307553956834532
1606,9,419,3,183,2,40,191,0.43555093555093555
1607,9,399,2,194,0,35,168,0.3825503355704698
1608,9,396,3,162,0,41,190,0.49070631970260226
1609,9,400,3,133,5,26,233,0.45662100456621
1610,9,412,1,148,1,39,223,0.47685185185185186
1611,9,203,3,103,4,40,53,0.3016344725111441
1612,9,261,4,108,2,43,104,0.29227323628219487
1613,9,229,0,95,2,32,100,0.3318840579710145
1614,9,263,0,108,2,51,102,0.4208
1615,9,199,2,92,0,25,80,0.32516339869281047
1616,9,307,2,102,8,41,154,0.41542625169147496
1617,9,198,4,83,1,33,77,0.2911764705882353
1618,9,148,1,95,1,28,23,0.2542955326460481
1619,9,165,0,120,0,15,30,0.264
1620,9,175,2,105,4,30,34,0.3054101221640489
1621,9,190,3,95,3,21,68,0.3125
1622,9,149,2,78,2,25,42,0.24587458745874588
1623,9,353,3,137,0,57,156,0.394413407821229
1624,14,327,5,198,4,46,74,0.2754844144903117
1625,9,218,3,126,4,40,45,0.2523148148148148
1626,9,325,18,122,5,46,134,0.3635346756152125
1627,9,331,3,104,6,58,160,0.3641364136413641
1628,9,369,2,146,5,61,155,0.4217142857142857
1629,9,250,3,109,1,42,95,0.2771618625277162
1630,9,361,1,153,3,42,162,0.446229913473424
1631,9,399,5,183,3,51,157,0.39741035856573703
1632,9,443,0,183,5,50,205,0.41871455576559546
1633,9,379,4,176,3,36,160,0.4371395617070358
1634,9,413,4,171,4,49,185,0.42057026476578413
1635,9,392,2,169,5,42,174,0.3666978484565014
1636,9,352,0,160,2,38,152,0.383025027203482
1637,9,216,0,116,0,17,83,0.18030050083472454
1638,9,313,3,125,2,28,155,0.45165945165945165
1639,9,323,3,143,2,26,149,0.4323962516733601
1640,9,297,1,131,2,30,133,0.45068285280728376
1641,9,169,6,84,9,17,53,0.15973534971644612
1642,9,170,1,76,9,31,53,0.1486013986013986
1643,9,332,2,179,1,31,119,0.44266666666666665
1644,9,343,1,166,3,35,138,0.42293464858199753
