SEZIONE,PARTITO DELLE BUONE MANIERE,MPL MOVIMENTO POLITICO LIBERTAS,"IL POPOLO DELLA FAMIGLIA ""NO GENDER NELLE SCUOLE""",DEMOS DEMOCRAZIA SOLIDALE,LISTA CIVICA GUALTIERI SINDACO,PARTITO SOCIALISTA ITALIANO PSI,ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SINISTRA CIVICA ECOLOGISTA,EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PD PARTITO DEMOCRATICO,CALENDA SINDACO,PARTITO COMUNISTA MARCO RIZZO,POTERE AL POPOLO,FIGLI D'ITALIA BAMBINI NEL MONDO CARLO PRIOLO SINDACO,MOVIMENTO STORICO ROMANO LISTA NERONE,REVOLUZIONE CIVICA,RICONQUISTARE L'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA,RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LISTA CIVICA MICHETTI SINDACO,LEGA SALVINI PREMIER,FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE DI,PARTITO LIBERALE EUROPEO ROMA CON MICHETTI,ITALIA DEI VALORI,VERITA' 3V LIBERTA',CULTURA E INNOVAZIONE ROMA ECOLOGISTA VIRGINIA RAGGI SINDACA,"SPORTIVI PER ROMA ""VIRGINIA RAGGI SINDACA""","MOVIMENTO CINQUE STELLE ""2050""","ROMA DECIDE ""VIRGINIA RAGGI SINDACA""","LISTA CIVICA ""VIRGINIA RAGGI""","CON LE DONNE PER ROMA ""VIRGINIA RAGGI SINDACA""",PARTITO COMUNISTA DEI LAVORATORI,PCI,PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,PROGETTO CIVICO ATTIVA ROMA,MOVIMENTO IDEA SOCIALE M.I.S.,ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,TOTALE,AFFLUENZA
2298,0,0,0,5,18,1,4,3,3,48,36,0,1,0,0,1,0,56,3,9,11,16,2,3,3,2,3,70,0,20,0,1,0,2,0,0,0,321,0.4349593495934959
2299,0,0,1,4,18,0,11,8,4,61,45,2,1,0,0,0,0,75,9,10,23,14,2,1,1,5,2,59,0,15,0,0,1,2,0,1,0,375,0.5006675567423231
2300,0,1,1,0,24,2,8,4,0,92,70,3,0,0,0,0,2,126,4,14,24,17,1,3,2,8,5,64,0,26,7,0,1,0,0,0,1,510,0.746705710102489
2301,0,2,1,1,25,0,1,4,0,67,45,2,0,0,1,2,0,95,12,10,38,11,1,1,2,3,5,58,1,22,7,1,1,1,0,1,1,422,0.8115384615384615
2302,1,0,0,1,21,0,5,2,0,54,47,2,1,0,0,2,0,62,5,14,23,20,1,1,3,6,0,68,2,25,3,1,2,3,0,2,2,379,0.5768645357686454
2303,0,0,0,0,0,0,1,0,0,7,11,0,0,0,0,0,0,6,0,0,1,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,41,0.5324675324675324
2304,0,0,2,9,16,2,4,6,1,59,62,6,0,0,0,2,1,66,7,15,17,43,0,1,6,2,5,73,0,19,1,0,2,0,0,2,3,436,0.4663101604278075
2305,0,0,0,2,16,0,4,10,3,51,61,2,0,0,0,1,0,90,4,13,26,22,0,0,3,2,4,36,2,12,2,1,1,0,0,1,3,372,0.48186528497409326
2306,0,0,0,7,6,0,6,5,1,44,26,0,3,0,0,0,1,41,2,11,10,14,0,0,0,1,0,25,2,7,1,0,2,2,0,0,1,218,0.43339960238568587
2307,0,0,0,1,6,1,4,5,0,30,22,3,0,0,0,0,0,55,1,5,20,12,0,0,3,1,3,26,0,18,2,1,1,0,0,1,1,222,0.4095940959409594
2308,1,1,0,2,11,0,0,1,5,63,32,1,3,0,0,0,0,76,10,4,22,15,0,0,1,1,1,45,1,14,1,0,3,1,0,1,0,316,0.42993197278911566
2309,0,0,0,1,10,0,6,3,4,40,23,1,1,0,0,0,2,49,2,3,9,13,0,0,0,2,2,31,0,17,2,0,2,3,0,0,1,227,0.44509803921568625
2310,0,0,0,1,17,1,5,8,3,75,56,0,0,0,0,0,0,71,4,8,28,21,0,1,1,1,4,53,0,21,2,0,0,0,0,0,0,381,0.616504854368932
2311,0,0,1,7,22,0,11,4,1,56,59,2,4,0,0,1,2,49,2,4,24,16,0,1,3,5,1,49,0,14,0,0,2,2,0,0,2,344,0.48933143669985774
2312,0,0,1,13,22,1,8,6,0,59,48,2,1,0,0,7,2,93,5,10,30,10,0,0,4,2,6,40,0,13,1,0,5,4,0,0,1,394,0.5924812030075188
2313,0,0,0,1,13,1,6,5,2,34,44,0,2,0,0,1,0,42,5,6,9,9,0,0,2,1,1,30,0,12,3,0,0,1,0,0,0,230,0.4151624548736462
2314,0,0,0,1,14,0,5,4,3,49,47,1,0,0,0,0,0,47,2,8,9,7,0,0,2,2,1,32,3,15,4,0,1,0,0,1,0,258,0.4321608040201005
2315,0,0,0,1,0,1,1,2,2,83,68,0,2,0,1,0,0,33,0,4,5,5,0,0,3,0,0,47,0,0,0,0,1,1,0,0,0,260,0.5118110236220472
2316,0,0,0,1,16,0,4,1,3,38,38,0,1,0,0,0,0,25,2,7,12,5,0,0,2,1,1,27,0,7,1,0,0,2,0,1,1,196,0.4016393442622951
2317,0,0,1,1,15,0,5,8,1,37,43,1,1,0,0,1,0,52,2,7,14,7,1,0,1,1,3,33,0,16,1,0,1,0,0,0,0,253,0.48007590132827327
2318,0,0,0,6,28,1,7,4,5,104,109,1,2,0,0,3,0,81,6,14,27,12,2,0,6,5,4,63,1,19,3,0,0,0,1,1,0,516,0.48450704225352115
2319,0,0,0,4,16,0,22,9,1,46,62,0,0,0,0,0,0,47,5,9,10,3,0,1,0,8,1,32,0,8,3,0,0,2,0,0,0,289,0.47145187601957583
2320,0,0,0,6,16,2,11,10,2,75,71,1,1,0,0,0,0,51,7,8,13,14,0,0,1,3,2,39,1,11,2,0,2,0,0,0,2,351,0.49022346368715086
2321,0,0,0,4,16,0,7,6,2,73,75,1,1,0,0,1,0,56,8,13,11,2,0,0,0,8,2,39,0,18,1,0,0,0,0,0,0,344,0.5180722891566265
2322,0,0,0,1,7,2,1,2,0,10,11,0,0,0,0,1,0,61,2,5,9,14,0,1,3,3,4,37,0,14,1,0,0,0,1,1,0,192,0.31475409836065577
2323,0,0,0,3,12,0,3,1,2,50,58,1,2,0,0,0,1,45,0,9,13,12,0,0,2,1,5,32,1,10,1,1,1,0,0,0,0,266,0.3917525773195876
2324,0,0,0,4,4,6,9,9,0,30,91,0,0,0,0,0,0,30,4,7,14,2,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,223,0.22616632860040567
2325,1,0,0,8,11,0,4,4,5,48,27,1,0,0,0,1,0,26,4,7,24,8,0,0,1,5,2,40,2,13,1,0,1,2,0,0,0,246,0.37272727272727274
2326,0,0,0,4,16,1,5,3,4,50,43,0,4,0,0,2,0,59,6,6,13,10,1,0,4,0,5,32,0,25,4,0,2,1,0,1,0,301,0.4419970631424376
2327,0,1,0,4,14,1,7,2,1,32,37,2,2,1,0,1,0,38,5,6,16,4,3,0,1,1,2,29,0,12,1,0,1,2,0,1,0,227,0.49563318777292575
2328,0,0,0,4,10,1,6,8,0,72,52,2,3,0,0,1,0,43,4,2,15,14,0,0,1,5,2,32,2,10,2,0,2,2,0,1,1,297,0.5247349823321554
2329,0,0,0,0,17,0,12,5,1,55,50,2,2,1,1,0,0,58,5,4,13,9,2,0,1,2,2,30,0,12,1,0,3,1,0,2,1,292,0.4492307692307692
2330,0,0,1,2,9,3,6,7,0,42,38,2,2,0,0,0,3,51,8,2,12,4,3,0,1,3,0,23,0,1,1,0,4,0,0,0,1,229,0.480083857442348
2331,0,0,1,2,11,0,3,3,3,40,63,4,1,0,0,0,1,51,3,3,14,16,1,0,5,3,1,32,0,16,2,0,2,0,0,1,3,285,0.45527156549520764
2332,0,0,0,0,10,2,3,4,4,37,34,0,0,0,0,1,0,40,3,8,20,11,1,0,3,1,1,19,0,10,0,0,3,0,0,2,0,217,0.4696969696969697
2333,0,0,0,2,16,0,8,1,2,44,36,0,0,0,0,2,0,45,3,7,16,14,1,0,2,3,2,34,1,5,1,0,1,1,0,0,5,252,0.43448275862068964
2334,0,1,1,6,12,0,6,3,4,42,45,0,4,0,0,1,1,42,3,11,17,0,0,0,0,5,0,15,0,5,1,0,2,0,0,1,3,231,0.463855421686747
2335,0,0,0,7,16,0,7,4,4,30,65,0,4,0,0,1,0,82,6,12,13,6,0,0,1,2,1,17,0,5,0,0,3,1,0,0,1,288,0.5413533834586466
2336,0,0,0,1,20,0,4,2,1,48,191,1,1,0,0,0,0,98,14,7,15,24,3,0,4,2,0,11,0,7,2,0,1,0,1,1,1,460,0.57356608478803
2337,0,0,0,6,21,2,4,3,1,66,128,2,0,1,0,0,0,92,7,18,19,11,0,1,4,1,1,16,0,9,1,0,0,0,1,0,1,416,0.5129469790382244
2338,0,0,0,1,20,1,9,3,2,64,109,1,2,0,0,0,0,66,3,14,22,20,2,0,0,2,1,18,1,14,2,1,0,0,2,0,1,382,0.506631299734748
2339,0,0,0,8,31,0,5,1,2,60,157,0,1,0,0,0,0,86,10,17,10,25,1,0,1,3,2,11,0,8,2,0,1,2,0,0,1,448,0.5750962772785623
2340,0,0,0,6,5,2,1,1,0,20,20,2,2,0,0,1,0,71,5,6,31,21,0,0,1,0,2,52,3,12,2,1,1,0,0,3,0,271,0.3333333333333333
2341,0,0,1,1,7,2,1,0,1,49,22,1,2,0,1,1,0,32,2,5,24,24,0,0,0,4,4,44,0,11,0,0,2,2,2,2,0,247,0.3023255813953488
2342,0,0,0,4,7,2,3,3,1,48,47,1,3,1,0,0,0,66,7,7,27,10,2,1,1,2,2,44,3,25,2,0,2,1,0,1,0,323,0.3773364485981308
2343,0,0,0,1,6,0,1,0,3,9,6,1,2,0,0,1,0,32,7,3,12,9,0,1,0,3,3,24,0,11,0,1,1,0,0,1,0,138,0.2911392405063291
2344,1,0,1,11,15,1,8,7,2,41,47,1,0,0,1,1,1,60,8,16,12,19,1,2,3,4,3,34,0,14,3,1,1,0,1,0,0,320,0.460431654676259
2345,0,1,1,4,22,0,5,5,0,62,65,1,3,0,1,2,1,115,11,23,41,39,0,1,5,4,5,67,0,19,4,0,1,2,0,1,0,512,0.4758364312267658
2346,0,0,1,0,11,1,3,6,3,71,30,9,1,0,0,3,0,108,13,36,89,27,0,0,3,9,5,71,3,22,0,0,0,0,0,0,0,527,0.5131450827653359
2347,0,0,3,14,9,0,4,4,1,70,62,0,0,0,2,0,0,142,15,17,43,40,0,0,0,3,5,70,1,32,2,0,0,3,0,0,0,542,0.44609053497942386
2348,0,0,0,5,21,1,6,8,6,66,53,2,6,0,0,0,1,109,9,13,34,33,0,2,5,6,8,72,0,11,3,0,2,4,1,0,2,489,0.4119629317607414
2349,0,1,0,5,13,1,8,7,5,59,53,4,0,1,0,3,2,83,22,16,38,21,1,1,4,0,4,67,1,32,2,2,5,1,0,1,0,463,0.5632603406326034
2350,0,0,0,0,9,2,5,3,3,62,45,1,1,0,1,0,0,64,8,17,30,10,0,0,0,2,4,65,0,19,4,1,1,2,0,0,0,359,0.4917808219178082
2351,1,0,0,0,21,2,5,1,0,50,39,1,1,0,0,0,0,52,7,5,18,15,0,1,3,1,1,36,0,20,4,1,1,1,0,0,2,289,0.4025069637883008
2352,1,0,0,1,6,1,1,3,0,28,25,0,0,0,0,0,0,57,1,6,16,12,1,1,2,6,6,51,0,29,0,0,0,1,0,0,0,256,0.4785046728971963
2353,0,0,0,2,13,2,5,1,0,26,198,0,0,0,0,1,0,79,7,8,31,19,1,0,1,1,1,8,0,11,2,0,1,1,0,1,0,423,0.5602649006622517
2354,0,0,0,0,21,1,7,4,1,71,115,1,1,0,0,0,0,43,4,11,12,6,0,1,1,5,0,21,0,5,5,0,1,0,0,0,6,345,0.4872881355932203
2355,0,0,0,2,17,3,13,5,3,96,146,1,2,0,0,0,0,88,7,17,20,16,2,0,1,2,2,36,0,8,1,0,0,0,0,1,1,490,0.5757931844888367
2356,0,0,0,9,13,0,5,4,3,58,119,0,2,0,0,0,0,85,12,7,19,9,1,0,0,5,2,11,0,8,0,0,0,2,0,0,2,376,0.5273492286115007
2357,0,0,0,5,30,1,9,10,5,84,104,1,3,0,1,0,0,63,5,11,20,14,1,1,2,3,2,27,0,4,0,1,0,2,0,0,0,409,0.5157629255989912
2358,0,0,0,0,23,0,11,5,1,77,142,0,2,0,0,0,2,86,4,12,21,18,3,0,4,1,0,15,1,9,1,0,2,0,0,0,1,442,0.5306122448979592
2359,0,0,0,3,28,5,8,5,6,67,202,0,3,0,0,1,1,105,12,18,21,23,1,0,2,1,0,12,0,9,1,0,1,0,0,0,0,535,0.5318091451292246
2360,0,0,1,2,14,1,2,5,2,41,237,1,0,0,0,0,0,141,7,17,22,28,5,2,2,4,1,9,0,7,0,0,0,0,0,1,5,557,0.5863157894736842
2361,0,0,0,0,0,0,0,1,2,26,261,0,3,0,0,0,2,122,6,12,20,19,0,0,1,0,9,52,0,0,5,0,0,0,0,0,1,543,0.5037105751391465
2362,0,0,1,5,20,2,1,1,0,46,251,2,0,0,0,0,0,112,12,16,25,23,0,0,5,5,1,14,0,11,0,0,0,0,0,0,0,553,0.5546639919759278
2363,0,0,0,4,20,1,3,1,2,57,275,1,3,0,0,0,0,132,14,16,26,25,2,0,1,4,0,12,0,9,0,0,1,1,0,0,2,613,0.5458593054318789
2364,0,0,0,1,23,0,1,2,5,62,192,0,0,0,0,0,0,102,7,21,20,22,1,0,0,5,0,20,0,5,0,0,0,1,0,0,0,490,0.48514851485148514
2365,0,0,0,3,17,0,8,4,3,73,203,0,0,0,0,0,0,126,16,27,32,20,1,1,3,5,3,20,1,10,2,0,0,0,0,1,1,580,0.5675146771037182
2366,0,0,1,2,26,2,2,7,4,60,153,1,0,0,2,0,2,75,9,11,23,26,3,0,1,5,4,19,2,7,3,0,0,1,1,1,1,454,0.5739570164348925
2367,0,0,1,4,35,1,5,8,5,80,101,1,1,0,0,1,0,29,7,11,7,15,0,1,2,7,0,35,0,16,0,0,3,0,1,0,3,382,0.4687116564417178
2368,0,0,0,7,38,0,8,11,11,92,96,1,1,0,0,0,1,82,8,12,14,16,0,0,2,6,2,36,0,15,1,0,1,1,0,0,1,464,0.5266742338251986
2369,0,0,0,2,24,1,8,2,4,86,92,0,1,0,0,3,2,62,3,8,14,15,1,1,7,2,6,35,0,20,3,0,0,0,0,0,5,407,0.44191096634093374
2370,0,0,0,2,16,1,4,6,3,53,37,3,3,0,0,1,1,57,3,8,21,11,0,0,3,4,4,25,2,14,2,0,4,0,0,0,2,290,0.45241809672386896
2371,0,0,2,5,19,1,13,5,7,62,50,1,2,0,0,2,0,65,5,7,34,9,0,1,1,4,6,48,0,20,2,0,2,0,1,0,3,377,0.4973614775725594
2372,0,0,1,7,19,0,6,6,3,59,48,4,1,0,0,1,0,101,10,17,21,7,0,1,2,2,2,53,0,14,3,0,3,6,0,1,1,399,0.49937421777221525
2373,1,0,0,9,25,0,10,11,4,83,113,2,8,0,0,0,1,76,12,15,16,11,1,2,5,2,4,58,1,29,1,0,2,0,0,0,3,507,0.5090361445783133
2374,0,1,0,5,14,0,9,8,3,59,85,1,6,0,1,0,0,68,4,5,12,8,0,0,2,3,1,55,0,18,3,0,0,0,0,2,1,375,0.4601226993865031
2375,0,0,0,2,29,0,11,4,1,58,72,1,4,0,0,1,0,79,12,12,34,15,0,1,2,1,2,35,0,19,2,0,1,0,0,0,0,398,0.4883435582822086
2376,0,0,0,6,22,0,5,4,1,66,61,0,0,0,0,0,0,68,11,3,41,8,0,1,8,4,1,40,2,18,1,0,1,0,0,0,2,375,0.5122950819672131
2377,0,0,0,2,18,2,5,8,6,72,56,1,3,0,1,2,1,55,7,11,22,12,0,0,1,7,3,41,0,14,0,1,1,0,0,0,0,353,0.47510094212651416
2378,0,1,0,3,27,0,10,5,4,63,63,1,1,0,0,0,1,77,10,8,15,9,0,1,6,3,5,40,0,23,0,1,0,1,0,1,1,380,0.5436337625178826
2379,0,0,2,2,16,0,6,3,2,60,69,1,2,0,0,1,2,55,5,3,31,15,0,0,5,3,3,55,0,21,6,0,1,1,0,1,2,373,0.5013440860215054
2380,0,2,2,4,24,0,7,11,5,81,64,1,4,0,0,3,1,47,4,1,23,8,1,0,1,1,3,45,0,14,1,0,0,0,0,1,0,359,0.5143266475644699
2381,0,0,0,4,20,0,39,7,2,97,70,1,2,0,0,0,0,71,5,8,23,12,0,0,4,5,9,72,0,18,4,0,3,1,0,2,4,483,0.5176848874598071
2382,0,0,1,3,8,0,4,1,2,20,19,0,0,0,0,1,0,62,5,6,23,10,0,0,1,4,5,25,4,12,1,0,1,0,1,1,0,220,0.38528896672504376
2383,0,0,0,6,10,2,0,0,0,127,23,3,0,0,0,0,0,85,9,17,37,22,0,7,7,4,2,71,4,24,1,1,1,3,1,1,0,468,0.3969465648854962
2384,0,0,2,3,19,2,0,3,17,74,56,2,0,1,2,0,0,80,3,22,41,17,0,1,4,6,8,51,1,24,2,0,2,1,0,1,3,449,0.39769707705934454
2385,2,0,0,2,21,1,7,2,0,77,45,0,1,0,0,2,3,110,10,18,50,27,0,0,3,6,4,80,1,40,2,0,2,1,0,0,1,518,0.4524017467248908
2386,0,0,0,2,7,1,3,3,4,35,16,1,3,0,2,1,0,83,6,16,19,10,0,0,1,4,8,79,3,45,7,0,1,1,0,0,0,361,0.4706649282920469
2387,0,0,0,1,11,1,1,3,0,70,35,0,2,0,0,0,1,112,7,8,33,16,0,3,1,8,17,43,1,52,1,2,2,1,0,2,0,434,0.42843040473840077
2388,0,0,0,0,14,1,2,2,0,43,23,2,1,0,0,3,0,106,15,4,17,14,1,1,2,4,4,47,1,18,7,0,2,1,0,1,1,337,0.42604298356510745
2389,0,0,0,3,0,1,4,4,0,69,38,0,0,0,0,0,0,79,14,19,37,27,0,0,0,5,5,50,3,20,6,0,0,0,0,0,0,384,0.3598875351452671
2390,0,0,0,3,15,1,4,2,3,76,33,3,1,0,0,1,0,99,11,20,30,17,1,0,6,9,8,67,0,35,7,0,0,2,0,0,3,457,0.4682377049180328
2391,0,0,0,5,7,2,6,1,1,69,34,2,0,0,0,1,0,120,8,12,24,22,0,1,9,7,10,88,1,40,1,0,0,1,0,0,1,473,0.444967074317968
2392,0,1,0,1,19,0,8,3,4,80,38,2,1,0,0,0,0,108,10,8,41,21,1,0,3,5,7,98,0,30,1,0,1,0,0,0,0,491,0.4619002822201317
2393,0,0,2,5,29,1,14,7,2,108,68,3,1,0,0,2,5,128,8,8,30,29,0,0,5,2,7,110,11,55,3,0,3,2,0,2,4,655,0.5303643724696356
2394,0,0,0,4,10,1,5,11,3,52,34,2,3,0,0,0,0,61,7,7,19,8,2,0,3,9,5,71,7,24,6,1,2,1,0,1,0,361,0.35813492063492064
2395,0,0,3,7,19,0,9,7,3,73,47,2,1,0,0,0,0,86,9,12,28,18,2,0,1,3,7,67,3,33,3,0,0,1,0,0,7,451,0.46639089968976216
2396,0,0,0,2,19,0,3,6,3,78,51,1,2,0,0,0,1,84,4,6,20,20,0,1,4,9,14,83,2,40,3,1,0,0,0,0,0,457,0.47406639004149376
2397,0,0,0,8,12,0,1,3,4,24,27,2,1,0,0,0,2,68,7,10,15,13,0,0,1,6,4,42,0,23,2,0,1,0,0,0,2,278,0.4633333333333333
2398,0,0,2,3,20,0,6,8,1,63,65,2,2,0,0,2,0,73,9,6,27,5,1,0,3,4,9,64,2,27,2,0,5,0,0,0,2,414,0.4683257918552036
2399,0,0,0,2,13,1,4,5,4,48,38,1,1,0,0,0,0,89,5,5,18,9,0,2,3,9,11,51,2,55,2,1,2,1,0,0,1,383,0.489769820971867
2400,0,0,0,9,30,3,14,7,1,74,51,2,5,0,0,0,0,58,8,12,19,8,0,0,8,5,11,63,1,42,5,0,2,1,0,0,2,441,0.527511961722488
2401,0,0,1,5,13,3,3,2,3,35,37,1,1,0,0,0,0,55,4,6,11,6,0,0,5,7,5,81,1,19,0,0,0,0,0,0,3,307,0.4093333333333333
2402,0,0,1,7,17,0,10,7,2,57,78,0,0,0,0,0,1,108,9,11,30,23,1,0,4,3,1,41,0,12,5,0,0,0,0,0,0,428,0.3194029850746269
2403,0,0,2,3,18,0,13,0,2,53,79,1,4,0,0,5,0,81,11,19,49,29,3,1,3,6,2,45,1,14,4,0,0,2,0,0,0,450,0.3464203233256351
2404,0,1,0,2,4,0,2,0,2,23,33,0,0,2,0,0,1,51,5,0,16,5,0,0,1,0,1,14,0,12,1,0,0,0,0,0,0,176,0.4055299539170507
2405,0,0,1,2,14,1,2,2,1,42,53,0,0,0,0,0,0,62,4,5,48,20,1,0,0,3,1,36,1,10,0,0,0,0,0,0,2,312,0.5131578947368421
2406,0,1,0,1,14,1,6,3,4,60,46,1,2,0,0,1,1,97,13,8,47,75,0,0,2,4,5,49,0,16,2,0,2,4,0,2,0,467,0.46100691016781836
2407,0,2,3,4,8,0,3,2,6,65,92,2,0,1,0,0,3,81,9,12,50,45,0,0,7,6,1,44,0,20,0,0,1,3,0,0,0,470,0.4603330068560235
2408,0,0,1,0,14,1,1,4,1,43,44,4,0,0,0,0,1,72,7,9,42,23,1,0,3,2,3,44,1,15,1,0,0,2,0,0,1,340,0.4287515762925599
2409,2,0,0,2,20,2,1,2,3,69,73,2,3,0,0,0,1,88,11,5,49,31,0,1,9,4,6,47,0,16,1,0,1,0,0,1,0,450,0.4442250740375123
2410,1,0,2,12,1,2,2,1,46,41,0,0,0,0,1,9,0,71,5,13,42,49,1,0,2,2,6,46,0,19,1,0,0,2,0,2,0,379,0.4852752880921895
2411,0,0,0,2,6,0,9,3,1,42,66,1,1,5,0,6,2,78,10,11,54,41,1,0,4,1,5,36,0,16,2,0,3,1,0,2,0,409,0.5080745341614907
2412,0,0,0,0,25,0,5,4,0,50,72,1,1,1,1,2,1,96,4,16,68,26,0,0,5,5,3,37,2,22,1,0,1,2,0,2,0,455,0.48663101604278075
2413,0,0,0,0,6,2,1,1,0,27,37,0,2,0,0,1,0,26,5,7,16,12,2,1,0,1,1,18,0,8,0,0,0,2,0,0,1,177,0.44696969696969696
2414,0,0,0,0,14,0,1,3,2,24,143,0,0,0,0,0,0,54,4,17,34,21,1,0,2,4,2,29,0,14,1,0,1,1,0,0,3,376,0.46941323345817726
2415,0,1,0,3,15,1,0,2,1,40,212,0,2,0,1,0,0,93,9,14,32,28,0,1,1,0,0,16,3,8,0,0,0,0,0,1,3,487,0.5191897654584222
2416,0,0,2,3,14,1,8,1,1,52,125,0,2,0,0,0,2,69,9,11,25,22,1,0,5,2,1,11,1,7,2,0,0,0,0,0,0,378,0.5788667687595712
2417,0,0,0,0,16,2,3,1,1,62,147,0,1,0,0,0,0,99,17,14,22,30,0,0,2,0,2,15,2,9,1,0,0,0,0,0,2,448,0.4557477110885046
2418,0,2,1,0,23,0,2,6,3,58,41,3,2,0,1,0,1,72,11,7,108,31,0,0,2,4,1,40,1,17,2,0,2,3,1,3,1,449,0.49503858875413453
2419,0,3,0,1,15,0,5,1,7,53,50,0,1,0,0,1,3,110,8,12,120,36,2,3,0,1,0,30,1,14,1,0,0,4,0,0,0,482,0.48934010152284263
2420,1,0,2,2,8,0,2,1,3,57,42,1,0,0,1,5,0,87,6,6,112,24,1,1,0,1,2,26,0,15,2,0,1,3,0,0,1,413,0.456353591160221
2421,0,0,3,4,17,0,0,0,6,75,33,1,0,2,0,1,3,82,4,4,93,33,1,0,2,2,0,26,0,10,1,0,3,1,0,1,0,408,0.5264516129032258
2422,0,1,1,0,7,3,1,2,3,90,23,1,2,0,1,0,1,68,8,3,89,31,0,0,2,0,1,43,0,14,1,0,0,1,0,1,1,399,0.49017199017199015
2423,0,0,0,0,10,1,3,1,3,62,11,0,2,0,0,1,0,60,10,11,142,33,1,0,0,0,0,39,2,6,0,0,0,0,0,2,0,400,0.3996003996003996
2424,1,1,1,0,14,1,1,2,1,46,34,1,0,0,0,5,0,39,5,6,94,22,0,0,1,0,1,34,1,10,0,0,1,2,1,0,0,325,0.4590395480225989
2425,0,3,1,0,73,0,2,2,36,30,25,0,1,0,0,3,0,62,4,5,43,18,0,0,0,4,0,51,2,22,1,0,0,2,0,0,1,391,0.4785801713586291
2426,0,1,0,2,7,3,1,0,26,54,12,3,0,0,0,0,0,73,1,8,35,15,0,2,3,4,4,50,1,14,0,0,1,0,0,0,1,321,0.4527503526093089
2427,0,0,0,1,3,0,2,3,2,29,28,0,0,0,0,1,0,50,7,5,13,5,1,0,1,3,1,50,0,10,0,0,3,0,0,0,0,218,0.43775100401606426
2428,0,0,0,5,10,0,2,4,0,34,21,1,4,0,0,1,2,31,1,5,13,14,2,0,4,3,2,22,2,16,1,0,2,0,0,1,5,208,0.43243243243243246
2429,0,0,1,1,9,0,6,5,1,28,38,1,0,0,0,0,2,38,4,1,14,14,0,1,2,4,1,49,0,22,3,1,0,2,1,0,0,249,0.42346938775510207
2430,0,0,0,6,22,1,5,4,0,51,55,1,0,0,1,0,0,58,10,10,28,12,1,1,1,0,5,61,1,26,2,0,2,2,2,1,2,371,0.48623853211009177
2431,0,0,0,2,16,0,6,2,1,44,35,0,1,0,0,0,4,48,4,5,16,10,0,0,3,3,3,33,0,17,1,1,2,0,0,0,2,259,0.46415770609318996
2432,1,0,0,2,14,3,2,6,4,49,47,1,0,0,0,2,0,55,4,7,8,6,0,1,2,6,3,35,0,20,2,0,0,1,0,0,3,284,0.5008818342151675
2433,0,0,1,3,8,3,3,3,2,27,29,0,1,1,0,1,0,72,7,12,20,11,1,0,4,6,4,23,0,14,2,0,2,1,0,0,0,261,0.4887640449438202
2434,0,0,0,0,11,0,1,2,0,41,129,0,1,0,0,1,2,65,18,5,30,16,0,0,2,4,0,17,0,9,0,0,0,0,1,0,1,356,0.586490939044481
2435,0,0,0,2,25,1,5,8,4,50,72,0,0,0,0,0,0,75,9,9,17,10,0,0,0,3,0,18,0,6,0,0,1,0,2,0,0,317,0.5301003344481605
2436,0,1,0,1,15,3,7,1,1,42,63,2,2,0,0,0,0,29,2,10,17,11,0,0,1,1,0,26,0,13,0,1,0,0,0,0,1,251,0.5050301810865191
2437,0,0,1,0,22,1,5,3,4,87,142,2,2,1,1,0,0,56,8,8,15,8,0,0,0,2,0,16,0,10,0,0,0,0,0,1,0,395,0.6049004594180705
2438,0,0,0,3,18,0,1,6,0,51,110,1,1,0,1,0,0,62,10,10,11,16,2,0,0,1,0,19,0,7,3,0,1,1,0,0,0,335,0.5342902711323764
2439,0,0,0,0,11,0,7,2,5,56,62,1,0,0,0,0,0,61,6,4,21,9,0,0,0,4,1,20,0,11,1,0,0,0,1,0,0,283,0.4307458143074581
2440,0,0,2,0,9,1,2,3,2,71,65,0,2,0,0,0,0,45,6,9,10,10,0,0,0,1,2,27,0,4,1,0,0,1,0,0,0,273,0.47150259067357514
2441,0,0,0,1,17,2,4,5,3,64,46,3,2,0,0,1,0,52,12,16,28,13,1,1,2,3,1,28,0,19,0,0,0,0,0,1,0,326,0.4858420268256334
2442,0,0,0,0,11,0,1,0,1,41,0,0,0,0,0,0,0,55,7,5,12,9,1,0,1,4,1,32,1,8,0,0,0,1,0,0,1,192,0.29046898638426627
2443,0,1,1,0,11,1,1,3,2,63,42,1,0,0,0,0,2,50,11,8,20,19,0,0,2,0,3,35,0,10,0,0,2,0,0,0,1,289,0.4565560821484992
2444,0,0,0,0,8,0,10,2,1,68,27,0,0,0,0,0,0,50,4,2,18,11,0,0,1,2,1,30,0,7,1,0,0,1,0,0,1,245,0.481335952848723
2445,0,0,0,0,7,1,2,0,1,49,41,1,1,0,0,0,0,58,3,7,23,11,1,0,2,3,2,24,0,13,1,0,0,1,0,1,0,253,0.45585585585585586
