SEZIONE,PARTITO DELLE BUONE MANIERE,MPL MOVIMENTO POLITICO LIBERTAS,"IL POPOLO DELLA FAMIGLIA ""NO GENDER NELLE SCUOLE""",DEMOS DEMOCRAZIA SOLIDALE,LISTA CIVICA GUALTIERI SINDACO,PARTITO SOCIALISTA ITALIANO PSI,ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SINISTRA CIVICA ECOLOGISTA,EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PD PARTITO DEMOCRATICO,CALENDA SINDACO,PARTITO COMUNISTA MARCO RIZZO,POTERE AL POPOLO,FIGLI D'ITALIA BAMBINI NEL MONDO CARLO PRIOLO SINDACO,MOVIMENTO STORICO ROMANO LISTA NERONE,REVOLUZIONE CIVICA,RICONQUISTARE L'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA,RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LISTA CIVICA MICHETTI SINDACO,LEGA SALVINI PREMIER,FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE DI,PARTITO LIBERALE EUROPEO ROMA CON MICHETTI,ITALIA DEI VALORI,VERITA' 3V LIBERTA',CULTURA E INNOVAZIONE ROMA ECOLOGISTA VIRGINIA RAGGI SINDACA,"SPORTIVI PER ROMA ""VIRGINIA RAGGI SINDACA""","MOVIMENTO CINQUE STELLE ""2050""","ROMA DECIDE ""VIRGINIA RAGGI SINDACA""","LISTA CIVICA ""VIRGINIA RAGGI""","CON LE DONNE PER ROMA ""VIRGINIA RAGGI SINDACA""",PARTITO COMUNISTA DEI LAVORATORI,PCI,PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,PROGETTO CIVICO ATTIVA ROMA,MOVIMENTO IDEA SOCIALE M.I.S.,ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,TOTALE,AFFLUENZA
151,1,0,0,9,54,1,27,12,2,100,320,1,2,0,0,0,0,93,5,6,18,18,0,3,1,0,0,35,0,2,0,0,0,0,0,2,2,715,0.6803044719314938
152,0,0,0,4,20,3,21,7,4,103,136,0,2,0,2,0,0,93,6,12,30,32,1,1,2,2,1,46,0,13,0,0,0,0,0,0,1,548,0.5738219895287958
153,0,0,2,5,18,0,20,7,8,81,172,4,1,0,1,1,1,58,4,16,26,17,2,0,4,10,2,24,1,11,1,0,1,1,0,0,2,503,0.5373931623931624
154,0,0,1,1,24,0,13,8,6,72,178,1,1,0,0,0,0,63,6,7,23,25,0,1,2,0,1,29,0,10,0,1,1,0,0,0,2,476,0.5898389095415117
155,0,0,0,6,44,1,3,8,2,82,180,0,0,0,0,0,3,70,6,21,22,22,1,0,2,2,5,26,2,9,0,0,1,0,0,0,1,520,0.5758582502768549
156,0,0,0,2,26,1,25,13,9,80,178,3,3,0,1,0,1,66,5,9,26,20,0,0,2,2,0,29,1,16,2,0,1,2,0,1,4,528,0.5701943844492441
157,0,0,0,2,28,2,17,5,4,56,113,3,3,0,0,0,0,87,7,6,15,25,0,0,0,2,1,23,1,12,1,0,3,0,0,0,4,424,0.46187363834422657
158,0,0,0,7,27,3,15,5,3,69,124,1,2,0,0,0,0,55,5,4,15,13,0,0,3,3,2,31,1,16,1,0,2,0,1,1,5,414,0.5418848167539267
159,0,0,5,3,26,0,12,4,5,56,151,0,1,0,1,1,0,92,9,13,26,11,2,1,0,8,0,30,1,10,2,0,1,1,0,0,1,474,0.5690276110444178
160,0,0,1,3,25,0,17,7,2,82,154,1,1,0,0,0,1,64,3,12,26,29,0,0,1,4,2,30,0,14,2,0,0,0,0,0,2,483,0.5301866081229418
161,0,0,0,2,21,1,17,9,8,66,120,0,1,0,0,0,1,68,7,13,23,24,1,1,2,2,0,21,1,7,1,0,0,0,0,1,1,419,0.5303797468354431
162,0,0,2,2,31,3,14,8,5,71,96,2,3,0,0,0,0,57,2,5,10,3,0,0,0,5,1,26,3,6,2,0,0,1,0,0,1,359,0.5382308845577212
163,0,1,0,1,27,1,12,7,5,85,111,0,2,0,2,2,2,54,10,11,17,13,0,0,1,2,1,45,1,12,2,0,1,2,0,0,2,434,0.5203836930455635
164,0,0,1,2,18,0,4,0,6,86,101,2,2,1,0,0,0,60,4,18,14,22,1,1,2,2,2,31,0,10,1,0,2,0,0,1,3,397,0.4605568445475638
165,1,0,0,0,38,0,15,9,6,113,155,4,3,0,0,0,0,81,6,16,20,22,0,0,3,12,2,30,1,10,0,0,0,2,0,1,3,553,0.563710499490316
166,0,0,1,3,41,4,21,11,1,78,146,0,2,0,1,1,0,44,4,12,14,16,1,5,1,4,2,27,0,10,2,0,1,0,0,0,2,455,0.5528554070473876
167,1,0,0,2,33,2,11,4,5,73,154,1,3,0,3,0,1,60,6,18,31,16,1,3,5,7,0,20,2,10,0,0,2,0,0,0,2,476,0.5721153846153846
168,0,0,1,3,21,0,17,9,2,66,114,2,3,0,0,1,0,82,4,16,19,13,0,2,2,5,1,24,0,3,0,0,0,1,0,0,0,412,0.5248407643312102
169,0,0,0,4,30,1,10,9,13,76,190,5,2,0,1,1,1,78,6,12,23,16,1,1,2,2,0,24,0,8,0,0,3,1,0,0,1,523,0.5785398230088495
170,0,0,2,3,31,1,24,6,2,94,237,1,7,0,0,2,0,82,7,16,12,27,0,0,1,1,2,28,0,10,0,0,0,0,0,0,1,599,0.6200828157349897
171,0,0,0,12,29,3,18,12,5,84,173,1,3,0,0,0,0,89,2,8,16,11,0,1,0,1,0,22,0,11,2,0,0,0,0,1,0,504,0.5581395348837209
172,0,0,0,0,9,0,0,1,1,25,15,1,0,0,0,0,0,14,4,0,3,2,0,0,3,2,0,13,0,5,1,0,0,0,0,0,0,99,0.4604651162790698
173,0,0,0,5,30,1,17,9,2,71,86,1,3,0,0,2,0,79,6,10,22,7,2,1,5,3,0,39,0,13,4,2,1,2,0,0,2,425,0.47433035714285715
174,0,0,0,5,19,0,12,11,6,57,106,1,3,0,0,0,0,99,1,9,10,23,1,0,0,4,7,38,0,16,2,0,0,0,0,0,0,430,0.5137395459976105
175,0,0,1,4,18,1,4,6,2,65,49,0,1,0,0,0,0,81,6,11,13,1,0,1,0,2,1,32,0,20,3,0,1,2,0,2,3,332,0.3966547192353644
176,0,1,0,2,21,0,10,4,2,62,42,1,2,0,0,4,1,50,11,4,17,11,0,0,4,4,12,26,3,11,8,0,1,2,0,0,4,321,0.4893292682926829
177,0,0,1,4,15,2,4,1,1,57,56,2,2,0,0,4,2,63,8,6,15,3,1,0,0,1,11,41,1,15,2,0,0,2,0,0,2,322,0.4101910828025478
178,0,0,1,1,26,0,11,1,4,53,49,1,4,0,1,3,0,67,11,7,19,14,0,0,5,8,7,33,0,10,4,0,1,2,0,0,1,344,0.46994535519125685
179,0,0,0,3,23,1,5,4,2,67,63,2,2,0,0,2,0,64,14,11,30,14,1,0,1,3,5,31,0,16,3,1,2,2,0,0,0,372,0.485006518904824
180,1,0,1,3,21,5,9,7,0,51,53,3,3,0,0,4,0,89,19,10,18,17,0,0,2,6,8,35,0,14,1,0,2,1,0,0,2,385,0.5661764705882353
181,0,0,0,2,17,0,4,10,4,47,36,0,4,0,0,0,0,42,6,10,10,7,0,0,2,2,6,48,0,24,2,0,1,0,0,0,2,286,0.4583333333333333
182,0,0,0,7,17,0,8,4,4,30,30,1,2,0,0,2,1,52,5,8,15,7,0,0,1,3,8,40,1,11,2,0,0,0,0,0,1,260,0.48872180451127817
183,0,0,0,3,19,2,4,9,3,40,43,0,1,0,0,3,0,61,9,5,13,8,0,0,2,4,4,41,1,20,8,0,0,0,0,2,3,308,0.4057971014492754
184,0,1,0,1,27,1,5,19,6,98,73,0,2,0,0,0,0,90,6,3,25,3,1,0,5,6,2,36,2,13,2,0,0,1,1,1,0,430,0.533498759305211
185,0,0,3,3,34,0,16,7,3,72,55,6,2,0,0,1,4,88,6,11,29,10,1,2,0,2,0,56,0,89,2,0,2,2,0,0,8,514,0.5698447893569845
186,0,0,0,6,15,1,6,6,5,49,50,2,3,0,0,0,0,94,7,12,39,9,0,0,2,1,2,27,0,43,1,0,0,2,1,0,0,383,0.5847328244274809
187,0,0,2,2,20,3,5,5,0,62,63,2,5,0,0,1,0,124,3,6,21,11,0,0,2,1,0,38,0,17,1,2,3,4,0,1,2,408,0.5043263288009888
188,0,0,2,1,21,0,1,9,0,39,29,3,2,0,0,1,1,83,8,9,19,13,1,1,0,5,5,35,2,29,3,0,4,0,0,0,3,329,0.4646892655367232
189,0,1,0,1,14,3,10,6,1,36,55,1,2,0,0,3,1,96,8,8,15,10,0,0,1,5,4,33,0,9,1,0,1,0,0,1,0,326,0.45403899721448465
190,0,0,1,4,11,0,7,7,3,39,40,3,1,1,0,0,0,111,8,9,22,16,1,1,4,2,5,41,0,8,0,1,1,2,12,1,0,362,0.45420326223337515
191,0,0,4,2,31,0,8,6,2,45,74,2,0,0,0,1,1,52,3,9,14,12,0,0,0,0,2,35,0,25,1,0,0,0,1,0,0,330,0.43882978723404253
192,0,0,3,5,17,1,5,12,0,79,49,4,3,0,1,0,0,41,8,11,24,6,0,1,2,2,6,72,1,23,3,0,4,0,0,1,4,388,0.5519203413940256
193,0,1,0,0,10,1,1,10,1,66,20,1,10,0,0,0,0,54,11,8,16,6,0,1,2,1,2,29,2,19,5,0,5,1,0,1,2,287,0.37176165803108807
194,0,0,0,0,12,1,1,18,1,42,23,2,0,0,0,0,0,47,13,4,28,3,0,0,2,3,1,27,0,11,0,0,5,1,0,1,0,246,0.3524355300859599
195,0,0,4,1,9,0,0,12,0,54,13,2,3,0,0,1,1,30,2,5,15,3,1,1,2,2,3,45,0,13,4,0,1,0,0,1,2,230,0.37766830870279144
196,0,1,2,3,11,0,1,1,0,43,19,2,5,0,0,1,0,29,9,7,17,4,0,0,1,0,1,31,0,14,1,1,0,0,0,2,3,210,0.3583617747440273
197,0,0,0,2,18,2,2,7,1,74,39,0,7,0,0,0,0,57,10,10,11,8,0,0,0,1,6,49,1,12,2,0,3,2,0,0,5,329,0.44161073825503355
198,0,0,1,3,13,1,0,16,0,50,34,5,4,0,0,3,1,54,25,13,14,4,0,0,3,3,5,54,0,24,1,0,3,0,0,2,2,339,0.3762486126526082
199,0,0,0,5,29,0,6,8,1,81,55,2,2,0,0,3,0,33,7,2,20,7,0,1,0,3,7,46,0,14,1,0,1,2,0,0,5,342,0.46530612244897956
200,0,0,0,1,14,3,8,9,5,78,58,3,2,0,0,0,0,59,7,11,20,7,1,0,4,0,6,60,0,32,2,1,3,2,0,0,2,398,0.5122265122265123
201,0,0,0,2,25,0,4,7,2,77,42,1,3,0,0,4,3,87,6,11,24,21,0,0,0,6,5,58,0,21,2,0,2,3,0,1,3,423,0.4259818731117825
202,0,0,0,6,26,0,17,10,3,63,98,3,2,0,0,2,2,97,6,14,27,13,0,1,0,9,11,63,1,31,8,0,0,1,0,0,0,516,0.5134328358208955
203,0,0,1,3,27,1,15,6,3,63,105,2,3,0,1,2,1,90,10,15,24,22,2,1,3,5,3,45,0,17,3,0,1,1,1,0,3,489,0.5391400220507166
204,0,0,1,8,16,1,9,3,3,40,61,5,1,0,0,1,0,96,5,16,28,15,0,0,1,6,6,54,2,12,3,0,2,0,0,1,1,398,0.5489655172413793
205,1,3,0,2,20,1,8,3,3,58,45,4,1,0,0,1,0,66,8,8,14,10,0,0,1,3,5,56,0,19,1,0,3,0,0,0,0,344,0.40613931523022434
206,0,0,1,1,19,1,4,5,1,41,62,0,2,0,0,0,0,68,6,9,22,7,1,3,4,4,6,54,0,14,2,0,4,1,0,1,1,344,0.45683930942895085
207,0,0,1,3,32,0,22,12,9,78,92,2,0,0,0,3,1,79,5,19,22,17,0,0,7,4,4,44,0,20,3,0,1,0,1,0,1,482,0.5199568500539374
208,0,0,2,5,32,1,12,5,1,73,106,0,0,0,0,0,0,93,8,13,21,28,0,0,3,8,4,31,0,14,0,0,1,0,0,0,1,462,0.5226244343891403
209,0,0,1,4,30,0,12,6,2,84,95,1,1,0,1,0,1,82,6,12,26,20,0,0,6,5,3,40,2,17,2,0,0,0,1,0,2,462,0.532258064516129
210,0,0,2,6,26,0,7,0,4,76,111,0,4,0,0,0,1,77,6,12,17,14,0,1,1,4,7,42,0,22,1,0,3,2,0,1,2,450,0.539568345323741
211,0,0,0,4,20,1,17,3,5,90,125,1,3,0,2,1,0,90,4,4,18,23,1,0,3,17,4,27,3,21,1,0,0,3,1,0,1,493,0.5813679245283019
212,0,0,0,2,17,0,12,4,8,93,129,3,2,0,0,0,0,79,5,10,24,15,1,1,1,4,0,47,3,15,4,0,1,0,1,0,0,481,0.5166487647690655
213,0,0,1,8,24,1,22,9,8,60,109,1,2,0,0,1,2,73,8,6,17,21,0,1,8,0,5,34,0,10,1,0,1,2,0,0,4,439,0.5104651162790698
214,0,0,2,2,15,1,18,5,4,65,111,0,1,0,0,0,1,64,3,9,5,13,2,0,0,3,6,28,1,12,1,0,1,0,0,1,2,377,0.5221606648199446
215,0,0,1,4,22,1,18,10,3,71,144,1,1,0,0,0,0,61,12,6,12,23,2,0,1,8,5,31,0,18,3,0,0,3,0,0,2,463,0.5751552795031056
216,0,0,0,1,25,1,15,10,7,92,93,1,2,0,0,0,0,71,14,13,18,10,0,0,1,5,3,46,0,11,2,0,1,2,2,0,0,446,0.5022522522522522
217,0,0,1,3,18,1,6,3,7,74,89,2,1,0,0,0,1,51,7,12,24,11,1,0,2,5,1,37,0,14,2,0,2,0,0,1,0,376,0.4845360824742268
218,0,0,1,1,30,2,7,7,3,57,123,0,3,0,0,1,0,53,8,11,22,16,1,1,6,6,3,30,0,13,2,0,0,2,0,1,2,412,0.5118012422360249
219,0,0,0,7,36,0,19,12,8,57,105,1,6,0,0,0,0,53,7,14,18,13,0,1,8,8,2,58,0,20,3,0,4,1,0,0,2,463,0.5082327113062569
220,0,0,0,2,19,1,10,3,2,77,66,1,1,0,0,2,0,56,9,9,12,15,0,0,3,2,1,40,0,11,0,0,1,0,1,1,1,346,0.4726775956284153
221,0,0,0,5,32,1,12,5,7,75,152,3,3,0,0,0,0,78,7,8,14,18,0,0,1,4,2,24,0,15,2,0,0,1,0,3,2,474,0.5185995623632386
222,0,0,4,8,29,1,32,10,7,109,150,3,2,0,0,0,0,63,8,15,21,24,0,0,2,4,1,46,1,26,2,0,0,2,0,1,1,572,0.5921325051759835
223,0,0,1,8,18,1,7,12,1,71,133,0,0,0,0,0,0,63,3,16,23,18,0,0,1,3,3,20,1,9,1,0,0,1,0,1,3,418,0.5358974358974359
224,0,0,0,8,34,1,16,5,4,69,117,2,0,0,0,0,0,96,10,10,25,20,2,0,3,5,1,30,0,13,0,0,0,0,0,0,0,471,0.5451388888888888
225,0,0,2,7,28,2,17,14,4,87,158,9,1,1,0,1,0,87,10,13,36,12,0,0,4,9,2,75,1,14,3,2,3,3,1,0,2,611,0.6298969072164948
226,0,0,4,5,21,2,10,11,9,80,161,0,2,0,0,1,0,107,10,22,23,32,0,0,5,12,4,56,3,22,5,0,0,3,0,0,2,613,0.5367775831873906
227,0,0,0,0,19,1,11,12,6,52,91,1,1,0,0,1,0,60,3,13,11,16,0,0,5,4,1,25,0,11,0,0,0,2,0,1,2,349,0.5530903328050714
228,1,1,0,2,25,0,17,2,3,72,86,2,2,0,0,0,0,80,7,10,9,11,2,0,2,6,2,45,2,19,3,0,3,3,0,0,4,421,0.49940688018979834
229,0,0,1,1,27,0,13,0,1,74,104,0,5,0,0,1,1,75,4,13,23,25,1,1,3,2,1,39,2,17,4,3,1,1,2,1,2,450,0.5338078291814946
230,0,0,1,3,12,0,18,6,6,66,128,2,6,0,0,1,0,62,10,7,24,13,0,1,4,7,4,56,4,23,4,0,2,1,0,1,1,474,0.5085836909871244
231,0,0,1,9,22,0,14,4,5,82,155,1,6,0,0,1,0,77,10,13,15,16,0,0,4,8,3,40,0,17,0,0,0,0,0,0,2,510,0.5641592920353983
232,0,0,0,2,25,2,11,5,9,56,125,1,0,0,0,3,4,81,5,7,21,17,0,0,1,4,4,22,0,11,0,0,1,1,1,0,0,419,0.48607888631090485
233,1,0,2,7,37,0,13,8,6,108,151,0,5,0,1,0,1,81,11,12,22,33,1,0,6,7,0,27,1,15,1,1,2,2,0,0,4,566,0.5945378151260504
234,0,0,0,11,25,0,31,7,7,73,178,0,3,0,0,0,0,73,1,15,17,39,1,0,6,6,1,41,0,4,2,0,0,0,0,4,6,551,0.5582573454913881
235,0,0,0,9,35,0,24,11,2,86,151,0,4,0,0,2,4,69,10,14,22,26,0,0,0,6,2,34,2,15,1,0,1,2,0,0,3,535,0.5360721442885772
236,0,1,0,6,48,0,11,25,2,80,9,2,3,0,0,0,0,61,8,5,17,10,0,0,3,5,4,42,1,21,3,0,0,0,0,1,3,371,0.43595769682726204
237,0,0,1,3,35,1,22,4,4,89,107,1,0,0,0,2,0,62,7,13,17,14,0,0,3,13,3,32,0,15,7,0,0,0,0,0,4,460,0.5589307411907655
238,0,0,0,4,23,1,21,8,3,115,129,1,3,0,0,1,0,73,13,6,13,25,0,0,3,2,1,39,1,12,1,0,1,0,0,0,2,501,0.5785219399538106
239,0,0,0,4,43,1,4,9,3,112,133,3,4,0,2,2,0,68,8,16,21,13,0,0,2,2,7,53,0,21,16,1,1,1,1,0,2,553,0.6422764227642277
240,0,0,1,3,32,1,23,4,5,89,84,1,2,0,0,1,1,73,2,9,17,12,1,0,2,3,6,78,0,21,9,0,2,1,0,1,2,486,0.5237068965517241
241,0,0,0,0,15,0,12,5,0,86,39,2,5,0,1,2,1,59,9,3,39,10,0,0,5,2,2,45,3,16,1,0,2,2,1,2,1,375,0.4246885617214043
242,0,0,0,2,17,1,4,0,3,52,51,3,9,0,0,0,0,66,12,8,22,36,0,2,5,0,2,39,1,21,1,0,1,2,1,2,3,366,0.38526315789473686
243,0,0,0,0,31,0,8,13,6,95,109,0,2,0,0,0,1,86,3,11,43,24,1,1,4,4,6,44,2,23,2,0,6,1,0,0,2,529,0.5284715284715285
244,0,0,4,2,39,4,10,12,5,89,121,1,4,0,0,2,0,84,11,21,15,22,0,1,2,3,7,42,2,33,6,0,3,0,0,0,8,553,0.5153774464119292
245,0,0,0,0,27,1,12,3,4,60,87,4,2,0,0,2,0,60,10,13,14,14,0,0,5,5,7,73,0,19,4,0,2,0,0,0,0,428,0.4782122905027933
246,0,1,3,0,52,2,19,12,3,162,90,1,2,0,0,0,0,34,3,7,10,12,0,0,7,4,6,64,1,16,3,1,1,1,0,1,0,518,0.6065573770491803
247,0,0,1,2,40,1,12,10,2,124,91,3,3,0,0,4,0,47,5,4,14,11,0,3,2,3,2,25,0,5,0,1,0,1,0,0,1,421,0.5904628330995793
248,0,0,0,5,34,0,12,9,5,91,74,2,8,0,0,0,1,71,8,15,16,13,1,0,1,4,3,43,2,22,2,0,0,0,0,2,3,448,0.47558386411889597
249,0,0,1,4,48,1,14,13,4,91,120,5,5,0,0,2,2,47,10,11,22,22,0,1,6,3,7,41,2,15,1,0,2,1,0,0,1,502,0.6189889025893958
250,0,0,0,4,63,1,16,4,4,100,95,2,3,0,0,0,0,49,6,14,17,16,1,0,4,6,2,44,0,22,3,0,0,1,1,0,2,480,0.5680473372781065
251,0,0,2,5,71,1,12,14,3,140,125,4,4,0,1,1,0,68,5,12,20,9,1,3,2,3,5,46,1,23,3,0,4,0,0,2,2,593,0.6183524504692388
252,0,1,0,4,32,0,15,5,6,47,84,2,3,0,0,0,0,64,11,10,35,13,0,2,1,4,4,50,1,10,1,0,3,0,1,0,11,420,0.44350580781414994
253,0,0,0,4,10,0,2,2,2,18,9,0,2,1,0,1,3,30,4,8,12,5,0,0,1,0,1,28,1,8,1,0,1,1,0,0,1,156,0.4890282131661442
254,0,0,0,0,15,1,16,8,3,59,46,2,6,0,0,0,1,68,12,14,42,14,0,3,7,8,11,78,0,22,1,1,2,2,5,2,3,452,0.44841269841269843
255,0,0,1,2,17,0,7,8,4,64,73,4,26,0,0,2,0,69,6,11,59,6,0,0,1,3,3,46,0,19,4,0,2,1,0,0,2,441,0.41486359360301034
256,2,0,2,4,14,0,7,6,4,56,50,2,4,0,0,1,1,58,11,22,30,12,1,1,4,6,3,53,3,14,4,0,1,5,0,0,3,384,0.45933014354066987
257,0,1,1,7,23,1,3,8,3,86,91,2,6,0,0,0,0,73,6,12,81,13,0,0,3,1,2,66,0,15,3,1,1,4,0,1,3,517,0.55
258,0,0,2,12,26,2,5,10,1,62,46,1,7,0,0,0,0,54,6,7,46,8,0,3,3,3,7,57,0,25,5,1,3,0,0,0,4,406,0.42872228088701164
259,0,0,0,0,11,0,9,7,2,40,42,1,4,0,0,2,1,92,7,2,36,9,1,2,1,2,4,74,1,26,4,0,2,2,0,0,4,388,0.544179523141655
260,0,1,2,1,12,1,7,5,2,39,41,0,0,0,0,1,0,60,12,12,55,12,0,6,1,5,1,64,3,25,1,0,2,0,0,0,2,373,0.4554334554334554
261,0,0,2,2,16,0,3,4,1,63,42,2,4,0,0,1,1,47,10,8,20,8,0,0,6,1,5,60,0,15,3,0,1,0,0,0,2,327,0.46382978723404256
262,0,0,1,3,23,3,8,3,4,94,76,1,2,0,2,2,0,140,11,22,36,8,2,1,4,5,10,100,0,26,2,0,1,2,1,0,0,593,0.5947843530591775
263,1,0,1,10,37,4,14,9,9,72,81,1,1,0,0,0,0,94,8,8,33,11,1,0,4,0,10,93,1,33,0,0,2,3,0,0,3,544,0.5855758880516685
264,0,0,3,5,14,2,5,4,3,43,50,3,0,0,2,1,0,90,4,13,28,18,0,0,0,0,4,41,1,15,1,0,2,0,0,0,1,353,0.3583756345177665
265,0,4,1,3,35,0,12,7,3,66,61,1,7,0,0,1,0,99,8,9,35,17,0,1,3,5,3,102,0,37,6,1,1,0,0,0,2,531,0.553125
266,0,0,1,3,34,5,5,6,6,72,75,1,5,0,0,0,0,140,9,9,22,8,0,0,4,4,8,80,1,17,5,0,2,2,0,0,0,524,0.5854748603351956
267,0,0,1,3,26,1,8,8,6,60,89,1,1,1,0,2,0,121,12,18,34,12,1,0,6,6,18,65,3,24,2,0,1,2,0,0,0,532,0.6266195524146054
268,0,0,0,7,36,0,4,4,5,58,49,4,5,0,1,0,0,62,9,14,21,13,1,0,0,6,10,65,1,19,2,0,0,1,0,0,3,400,0.4136504653567735
269,0,1,1,0,18,0,9,12,2,64,54,2,1,0,0,1,0,93,9,15,27,12,0,0,4,5,2,76,3,29,1,0,2,3,0,1,5,456,0.5371024734982333
270,0,0,3,6,18,1,5,4,4,64,61,3,2,0,0,0,0,73,11,20,31,14,0,0,1,6,7,64,0,26,6,0,0,0,0,1,2,434,0.5794392523364486
271,0,0,1,0,13,2,4,1,1,35,35,4,5,0,0,3,0,40,8,8,21,7,2,0,1,2,4,39,1,15,1,0,2,1,0,2,0,258,0.3782991202346041
272,0,0,0,0,13,0,4,6,0,28,15,1,2,0,0,0,0,36,8,7,7,5,1,1,0,1,4,36,1,12,1,1,2,1,0,3,0,196,0.30387596899224806
273,0,0,1,0,10,0,1,1,8,36,22,1,6,0,0,2,0,35,3,5,19,3,0,0,4,9,3,79,0,22,2,0,1,0,0,1,0,274,0.3490445859872611
274,0,0,1,2,13,2,0,2,6,48,16,2,5,0,1,2,1,43,4,3,28,1,2,0,0,2,5,72,0,17,2,0,1,1,0,0,0,284,0.39335180055401664
275,0,0,0,0,15,1,0,1,0,40,11,0,3,0,0,0,1,49,3,5,18,8,2,0,1,2,5,52,2,16,1,0,4,0,0,3,3,246,0.3435754189944134
276,0,0,0,5,9,1,0,2,2,22,18,2,5,0,0,0,2,34,8,10,17,16,1,0,1,9,4,58,0,29,3,0,2,5,1,2,0,268,0.3530961791831357
277,0,0,1,0,18,0,6,4,3,82,57,0,5,0,0,1,0,46,17,19,21,12,2,1,2,4,3,49,0,21,2,1,2,1,0,1,2,384,0.4700122399020808
278,0,0,3,5,21,2,10,3,4,72,56,2,3,0,0,1,0,83,23,14,31,12,3,3,2,2,4,75,1,23,2,0,0,5,0,0,2,468,0.5258426966292135
279,0,0,1,2,8,1,0,1,9,33,2,7,0,0,0,1,0,40,2,4,18,11,1,0,1,1,2,43,0,13,2,0,0,3,0,2,0,208,0.2629582806573957
280,0,0,0,0,9,0,2,7,1,17,11,2,14,0,0,1,1,48,8,9,11,6,0,0,1,2,9,78,0,24,1,0,2,1,0,0,1,266,0.26573426573426573
281,0,0,0,0,8,0,3,4,1,40,15,2,12,0,0,8,1,32,11,1,22,8,0,0,1,5,5,64,0,20,1,0,2,1,1,0,1,271,0.3048368953880765
282,0,0,0,0,13,0,2,3,1,36,12,2,2,0,0,0,2,35,4,3,23,9,2,2,0,2,3,38,0,21,2,0,1,1,0,3,0,222,0.2817258883248731
283,0,1,0,0,9,0,0,1,0,26,14,0,9,0,1,1,0,28,1,9,26,5,0,0,0,3,7,52,1,22,3,0,0,0,0,0,0,219,0.3526570048309179
284,0,0,1,8,19,0,8,3,0,48,46,0,3,1,0,1,0,53,10,10,26,10,0,1,2,3,6,68,2,19,1,0,2,1,0,1,0,353,0.38203463203463206
285,1,0,0,13,23,2,25,8,9,106,163,2,9,0,0,2,0,93,5,11,24,19,0,2,3,10,0,43,0,26,1,0,1,2,2,0,3,608,0.5624421831637373
286,0,0,0,9,29,3,41,16,9,92,119,2,0,0,0,2,4,43,4,7,12,9,1,0,0,8,5,46,0,16,2,0,1,0,0,2,2,484,0.5330396475770925
287,0,0,0,6,24,1,36,6,5,73,86,0,3,0,0,0,1,70,4,10,14,7,0,0,2,2,3,38,1,6,3,0,1,1,0,0,1,404,0.5031133250311333
288,0,0,0,2,14,2,18,4,2,75,77,0,4,0,0,0,0,46,3,6,13,9,0,0,2,3,3,39,0,16,2,0,2,0,0,0,0,342,0.5681063122923588
289,0,0,0,1,29,0,14,2,2,85,156,1,1,1,0,1,0,63,9,11,24,14,0,0,3,3,4,34,2,7,0,0,0,1,0,1,1,470,0.5773955773955773
290,0,0,0,5,25,2,14,2,3,90,182,0,0,0,0,0,1,81,5,23,22,16,1,0,0,1,3,20,0,20,1,0,0,1,0,0,0,518,0.5711135611907387
291,0,0,0,4,33,1,11,4,6,64,101,1,2,0,0,1,0,86,10,6,19,30,1,2,5,4,2,32,0,23,0,0,1,0,0,0,0,449,0.5563816604708798
292,0,0,0,1,15,0,13,4,2,44,63,1,3,0,0,0,0,50,4,14,9,16,0,1,5,2,2,35,0,17,2,0,0,2,0,0,0,305,0.5285961871750433
293,0,0,2,3,28,0,23,6,3,62,88,1,0,2,0,0,0,65,7,10,20,10,0,0,0,6,2,31,4,8,1,1,0,0,0,0,1,386,0.5195154777927322
294,0,0,1,3,21,1,15,5,2,104,102,0,3,0,0,2,1,40,3,17,14,16,1,1,6,0,1,36,0,17,1,0,3,2,0,0,2,420,0.5932203389830508
295,0,0,0,2,28,1,23,3,6,83,94,0,1,0,1,0,0,37,6,12,13,16,0,0,0,2,0,21,0,13,0,0,1,1,1,0,0,365,0.5555555555555556
296,0,0,2,5,19,5,26,2,2,84,129,0,3,0,0,0,1,41,6,25,12,9,1,1,5,1,1,29,0,11,1,0,1,0,0,0,5,427,0.5559895833333334
297,1,0,0,7,20,2,21,4,7,76,109,1,1,0,0,3,1,55,4,14,14,21,2,0,3,6,0,4,0,16,1,1,2,0,0,0,2,399,0.5391891891891892
298,0,0,0,5,28,2,23,13,7,81,90,1,1,0,0,1,0,73,9,15,13,16,1,1,2,2,1,27,0,8,2,0,1,0,0,0,7,430,0.5672823218997362
299,0,0,2,2,11,1,0,4,6,52,65,0,2,0,0,0,0,36,1,7,6,8,0,1,2,4,4,30,2,5,0,1,0,1,0,0,6,259,0.4625
