SEZIONE,ENRICO MICHETTI,ROSARIO TREFILETTI,LUCA TEODORI,VIRGINIA RAGGI,FRANCESCO GRISOLIA,CRISTINA CIRILLO,FABRIZIO MARRAZZO,MARGHERITA CORRADO,GIAN LUCA GISMONDI,PAOLO BERDINI,GIUSEPPE CIRILLO,PAOLO ORONZO MAGLI,FABIOLA CENCIOTTI,ROBERTO GUALTIERI,CARLO CALENDA,MICAELA QUINTAVALLE,ELISABETTA CANITANO,CARLO PRIOLO,SERGIO IACOMONI,MONICA LOZZI,GILBERTO TROMBETTA,ANDREA BERNAUDO,TOTALE,AFFLUENZA
174,140,0,0,80,0,1,0,0,0,3,0,0,0,126,125,1,2,0,0,0,2,0,480,0.5734767025089605
175,136,1,1,86,0,1,2,0,2,4,0,0,1,115,65,0,1,0,1,2,0,2,420,0.5017921146953405
176,104,0,4,75,0,1,2,0,0,4,0,1,0,102,45,1,2,0,0,4,1,1,347,0.5289634146341463
177,108,0,0,87,0,0,2,0,0,2,0,0,1,89,56,2,1,0,0,4,2,0,354,0.45095541401273886
178,118,0,4,71,0,0,2,0,0,1,0,0,1,107,49,1,4,0,1,3,0,0,362,0.49453551912568305
179,143,0,1,74,1,2,2,0,0,0,0,0,0,112,63,2,2,0,0,2,0,0,404,0.5267275097783573
180,155,0,2,78,0,2,1,0,0,2,1,0,1,96,53,3,3,0,0,4,0,0,401,0.5897058823529412
181,82,0,2,91,0,1,0,0,0,2,1,0,0,84,39,0,4,0,0,0,0,0,306,0.49038461538461536
182,92,0,1,74,0,0,0,0,0,1,0,0,1,76,32,1,2,0,0,2,1,0,283,0.5319548872180451
183,104,0,2,97,0,0,0,0,2,3,0,0,0,84,49,1,1,0,0,3,0,0,346,0.45586297760210803
184,131,0,6,81,0,0,1,1,1,0,0,0,0,150,82,2,2,0,0,1,0,0,458,0.5682382133995038
185,150,2,0,174,0,2,2,0,0,8,0,0,0,145,73,6,3,0,0,0,4,0,569,0.6308203991130821
186,167,0,2,85,0,0,2,1,0,0,0,0,0,93,53,1,3,0,0,0,0,0,407,0.6213740458015267
187,171,0,2,65,0,3,4,0,1,2,0,0,2,100,75,2,6,0,0,1,0,2,436,0.5389369592088998
188,138,1,0,89,0,4,0,0,0,4,0,0,1,78,33,2,2,0,0,2,1,0,355,0.501412429378531
189,147,0,1,62,0,1,0,0,1,0,0,1,0,78,56,0,1,0,0,3,1,0,352,0.49025069637883006
190,177,0,5,63,1,1,1,12,1,0,0,0,0,75,41,3,1,1,0,0,0,0,382,0.479297365119197
191,98,0,0,77,0,0,0,1,0,8,0,0,4,104,90,2,0,0,0,1,1,0,386,0.5132978723404256
192,94,1,2,117,0,4,0,0,1,4,0,0,3,126,52,5,3,0,1,0,0,0,413,0.5874822190611664
193,98,1,2,66,0,4,1,0,1,2,0,1,0,93,20,1,11,0,0,0,0,1,302,0.3911917098445596
194,95,0,2,47,0,5,1,0,1,0,0,0,0,79,26,2,0,0,0,0,1,0,259,0.37106017191977075
195,59,1,2,73,0,1,0,0,1,2,0,0,4,81,13,2,3,0,0,1,1,0,244,0.4006568144499179
196,66,0,1,52,2,0,0,0,2,3,0,1,2,61,22,2,5,0,0,0,0,1,220,0.37542662116040953
197,110,0,0,84,0,2,2,0,0,5,0,0,0,107,41,0,6,0,0,0,0,0,357,0.4791946308724832
198,118,0,3,99,1,3,0,0,2,3,0,0,1,90,36,5,5,0,0,3,1,1,371,0.4117647058823529
199,75,1,0,81,0,1,1,0,0,5,0,0,0,140,56,2,2,0,0,3,0,1,368,0.5006802721088436
200,111,0,4,118,1,3,2,0,0,2,0,0,0,125,57,3,2,0,0,0,0,0,428,0.5508365508365508
201,149,0,0,92,0,2,3,0,1,3,0,0,0,117,80,2,3,0,0,4,3,4,463,0.4662638469284995
202,159,0,0,143,0,0,1,0,0,0,0,0,0,128,98,3,2,0,0,0,0,0,534,0.5313432835820896
203,171,1,3,93,0,3,1,0,0,3,0,0,1,126,116,2,3,0,1,3,1,1,529,0.5832414553472988
204,160,0,1,96,0,2,0,0,1,1,0,0,1,88,65,5,1,0,0,1,0,1,423,0.5834482758620689
205,116,0,1,93,0,3,0,0,0,0,1,3,0,99,48,4,1,0,0,1,1,0,371,0.4380165289256198
206,115,3,4,91,0,4,1,0,1,1,0,0,1,82,67,0,1,0,0,0,0,0,371,0.49269588313413015
207,142,0,7,75,0,1,0,1,0,1,0,0,1,156,92,2,0,0,0,3,1,0,482,0.5199568500539374
208,173,0,4,68,0,1,0,0,0,1,0,0,2,144,118,0,0,0,0,0,0,0,511,0.5780542986425339
209,152,0,6,78,0,0,1,1,0,2,0,0,1,152,104,1,1,0,1,0,1,0,501,0.5771889400921659
210,131,1,1,98,0,3,2,0,1,2,0,0,2,136,123,0,4,0,0,0,1,1,506,0.6067146282973621
211,152,0,4,72,0,0,3,1,0,1,0,0,0,151,136,1,3,0,2,1,0,0,527,0.6214622641509434
212,149,1,1,94,0,1,0,1,0,0,0,0,0,152,141,3,2,0,0,0,0,0,545,0.5853920515574651
213,130,1,8,65,0,1,2,0,0,4,0,0,1,145,124,1,2,0,0,1,2,0,487,0.5662790697674419
214,100,0,0,65,0,1,0,0,1,3,0,0,2,111,133,0,2,0,0,0,1,1,420,0.5817174515235457
215,122,0,1,80,0,0,3,0,0,2,0,0,1,139,128,3,1,0,0,0,0,0,480,0.5962732919254659
216,133,0,0,82,0,0,0,0,0,0,0,0,0,164,104,0,0,0,0,0,0,0,483,0.543918918918919
217,110,0,2,67,0,2,0,0,1,1,0,0,1,121,95,4,1,0,0,0,2,1,408,0.5257731958762887
218,118,1,6,66,0,0,2,0,1,3,0,0,1,118,140,0,3,0,0,1,0,0,460,0.5714285714285714
219,107,1,8,110,0,4,1,0,0,2,0,0,0,157,119,1,5,0,0,0,0,0,515,0.5653128430296378
220,105,0,2,62,0,1,0,1,1,1,1,0,0,129,76,1,1,0,0,2,0,0,383,0.523224043715847
221,135,0,0,56,0,0,0,0,0,2,0,0,0,155,152,0,0,0,0,0,0,0,500,0.5470459518599562
222,134,0,2,97,0,0,3,0,1,2,0,0,2,195,180,2,2,0,0,0,0,0,620,0.6418219461697723
223,128,0,2,44,0,0,1,0,1,3,0,0,1,141,148,0,0,0,0,0,0,0,469,0.6012820512820513
224,170,0,3,68,0,0,0,0,0,1,0,0,0,149,123,2,0,0,0,0,0,0,516,0.5972222222222222
225,165,0,4,119,2,4,3,1,0,2,0,0,2,166,164,10,1,1,0,1,0,3,648,0.668041237113402
226,203,0,5,118,0,0,3,0,0,2,0,0,4,156,170,0,3,0,0,1,0,1,666,0.5831873905429071
227,105,0,5,53,0,0,2,0,1,2,0,0,0,102,98,2,2,0,0,1,0,0,373,0.5911251980982567
228,123,0,2,86,0,3,3,0,0,5,1,1,0,134,92,2,2,0,0,0,0,0,454,0.538552787663108
229,144,1,3,87,3,1,1,3,1,2,0,0,1,122,115,0,5,0,0,1,1,2,493,0.5848161328588375
230,129,2,2,117,0,2,1,0,1,1,0,0,1,119,141,2,6,0,0,1,0,1,526,0.5643776824034334
231,136,0,5,78,0,0,0,0,0,2,0,0,0,149,168,1,6,0,0,1,0,6,552,0.6106194690265486
232,137,0,1,51,0,1,1,1,0,1,0,0,0,110,125,1,0,0,0,0,0,0,429,0.4976798143851508
233,163,0,6,71,1,2,2,0,0,2,0,0,1,173,177,0,5,0,1,0,1,0,605,0.6355042016806722
234,147,0,7,67,0,1,0,0,4,7,0,0,1,164,195,0,4,0,0,0,0,0,597,0.6048632218844985
235,144,0,0,78,0,0,1,0,0,3,1,0,0,178,179,0,4,0,0,2,4,0,594,0.5951903807615231
236,105,0,3,86,0,0,0,0,1,3,0,1,0,185,108,2,3,0,0,0,0,0,497,0.5840188014101058
237,114,0,4,80,0,0,0,0,0,4,0,0,0,157,129,2,0,0,0,3,0,0,493,0.5990279465370595
238,135,0,3,64,0,1,0,0,0,2,0,0,0,187,144,1,3,0,0,1,0,0,541,0.6247113163972287
239,130,0,2,109,1,1,1,1,0,3,0,0,0,186,148,3,4,0,2,4,0,0,595,0.6910569105691057
240,114,0,2,117,0,2,1,0,1,2,0,0,1,157,84,1,2,0,0,1,1,0,486,0.5237068965517241
241,128,0,5,83,0,2,2,1,2,1,0,0,0,123,45,3,5,0,1,2,1,5,409,0.46319365798414497
242,159,2,5,81,0,1,2,1,2,3,0,0,0,81,55,3,9,0,0,0,0,0,404,0.42526315789473684
243,178,1,2,108,0,3,1,0,0,2,0,0,0,158,131,3,2,0,0,0,1,1,591,0.5904095904095904
244,150,2,2,138,0,2,0,0,0,8,0,0,4,165,146,1,4,0,0,2,0,0,624,0.581547064305685
245,116,0,5,127,0,2,0,1,0,1,0,0,0,118,96,4,2,0,0,2,0,0,474,0.529608938547486
246,70,0,7,105,1,1,1,1,1,4,0,1,3,248,97,1,2,0,0,0,0,0,543,0.6358313817330211
247,84,4,2,48,1,0,1,0,0,2,0,0,0,191,103,3,3,2,1,5,0,3,453,0.635343618513324
248,130,0,2,97,0,0,0,0,2,3,0,0,0,160,80,2,7,0,0,0,1,1,485,0.5148619957537155
249,118,1,6,80,0,2,1,0,0,1,0,0,0,177,134,5,3,0,0,2,2,0,532,0.655980271270037
250,105,0,4,92,0,0,1,1,0,2,0,0,0,199,95,2,3,0,0,0,0,0,504,0.5964497041420118
251,124,3,2,96,0,4,0,0,2,2,0,0,2,255,125,4,4,0,1,1,0,1,626,0.6527632950990615
252,141,2,1,84,0,3,0,1,0,1,0,1,0,118,84,2,3,0,0,0,0,0,441,0.4656810982048574
253,61,0,1,41,0,1,1,0,0,1,0,0,0,34,9,0,2,1,0,1,4,0,157,0.49216300940438873
254,159,3,0,133,1,2,2,5,2,3,0,0,0,101,48,2,6,0,0,0,1,0,468,0.4642857142857143
255,167,0,1,98,0,2,1,0,0,2,0,0,1,117,96,4,26,0,0,2,0,1,518,0.4873000940733772
256,137,1,4,100,0,1,5,0,0,3,2,0,2,99,53,2,5,0,0,1,1,0,416,0.49760765550239233
257,192,0,3,108,1,1,4,0,1,3,0,1,1,142,81,2,6,0,0,0,0,0,546,0.5808510638297872
258,123,3,3,114,1,3,1,0,0,6,0,0,2,126,54,1,5,0,0,0,0,0,442,0.46673706441393875
259,149,2,1,127,0,3,1,0,0,4,0,0,0,76,46,2,4,0,0,2,1,0,418,0.5862552594670407
260,157,6,1,109,0,2,0,0,0,2,0,1,2,72,42,0,0,0,0,1,0,0,395,0.4822954822954823
261,99,0,6,96,0,1,0,0,0,2,0,0,2,97,42,2,4,0,0,1,1,0,353,0.500709219858156
262,239,1,4,164,0,1,2,1,0,0,0,0,1,144,88,3,3,0,2,2,0,0,655,0.6569709127382146
263,155,0,4,137,0,2,3,0,0,3,1,0,1,155,81,1,1,0,0,0,0,0,544,0.5855758880516685
264,165,0,0,73,0,2,0,0,0,2,0,0,3,81,54,3,0,0,2,1,0,0,386,0.3918781725888325
265,183,2,3,173,1,1,0,0,0,2,0,4,1,134,71,0,7,0,0,1,0,1,584,0.6083333333333333
266,194,0,4,138,0,2,2,0,0,0,0,0,1,140,79,1,5,0,0,0,0,0,566,0.6324022346368715
267,213,0,7,129,0,1,2,0,0,0,0,0,1,118,100,1,0,2,0,2,0,0,576,0.6784452296819788
268,120,0,1,103,0,0,1,0,0,3,0,0,0,114,49,4,5,0,1,0,0,1,402,0.4157187176835574
269,163,0,4,113,0,2,3,0,1,5,0,1,1,106,55,1,1,0,0,1,0,4,461,0.5429917550058893
270,151,0,2,123,0,0,0,0,1,1,0,0,3,108,61,3,2,0,0,0,0,1,456,0.6088117489986649
271,90,0,1,68,0,0,1,0,2,0,2,0,1,58,37,3,5,0,0,4,0,0,272,0.39882697947214074
272,64,1,0,65,1,2,1,0,3,0,0,0,0,51,16,1,2,0,0,0,0,0,207,0.3209302325581395
273,73,0,4,128,0,1,0,0,1,1,0,0,1,62,24,2,8,0,0,2,0,0,307,0.3910828025477707
274,85,0,0,109,0,1,1,0,0,0,0,0,1,73,18,2,4,0,1,2,1,2,300,0.4155124653739612
275,87,0,1,86,2,4,0,0,3,3,0,0,0,60,11,0,3,0,0,0,1,0,261,0.3645251396648045
276,90,0,1,105,0,0,5,1,2,0,2,0,0,40,18,2,5,0,0,0,2,1,274,0.36100131752305664
277,128,1,3,92,1,2,1,0,1,2,0,0,2,120,64,0,4,0,0,1,0,1,423,0.5177478580171359
278,170,3,3,120,0,0,5,0,0,2,0,0,4,122,65,2,3,0,0,1,0,1,501,0.5629213483146067
279,78,0,1,66,0,0,3,0,2,0,0,0,1,46,11,2,7,0,0,1,1,0,219,0.27686472819216185
280,85,0,1,122,0,2,1,0,0,1,0,0,0,37,11,2,16,0,0,1,1,0,280,0.27972027972027974
281,80,0,1,109,0,2,1,1,0,1,0,0,0,60,15,2,12,0,0,8,1,2,295,0.33183352080989875
282,83,2,0,72,0,1,1,0,3,0,0,0,0,58,14,2,0,0,0,2,0,2,240,0.30456852791878175
283,73,0,0,93,0,0,0,0,0,0,0,1,0,69,14,0,9,0,1,1,0,0,261,0.42028985507246375
284,119,1,2,113,0,2,1,0,1,0,0,0,1,101,46,5,3,1,2,1,0,0,399,0.4318181818181818
285,156,2,3,106,0,1,1,1,0,4,1,0,0,191,181,2,9,0,0,2,0,0,660,0.61054579093432
286,84,0,0,99,0,0,0,0,2,1,0,0,0,207,137,2,0,0,0,3,2,0,537,0.5914096916299559
287,106,0,2,72,0,0,1,0,0,1,0,0,0,153,96,0,4,0,0,0,1,0,436,0.5429638854296388
288,79,0,2,73,0,1,0,0,0,0,0,0,0,111,90,0,5,0,0,0,0,0,361,0.5996677740863787
289,131,0,4,61,0,0,1,0,1,1,0,0,0,149,161,1,1,1,0,1,0,0,513,0.6302211302211302
290,162,0,2,57,0,0,1,0,1,3,0,0,0,137,197,2,3,0,0,0,0,0,565,0.6229327453142227
291,160,2,5,77,0,1,0,0,0,0,0,0,0,136,112,1,2,0,0,1,0,0,497,0.6158612143742255
292,91,1,5,62,0,0,2,0,0,0,0,0,0,80,76,1,3,0,0,0,0,0,321,0.5563258232235702
293,118,0,2,63,1,0,0,0,0,1,0,0,2,126,99,4,0,2,0,0,1,4,423,0.5693135935397039
294,94,1,7,65,0,3,2,0,0,2,0,0,1,160,117,0,3,0,0,2,1,0,458,0.6468926553672316
295,90,0,0,53,0,1,1,0,0,0,0,0,0,162,115,0,1,0,1,0,0,0,424,0.6453576864535768
296,104,1,5,54,0,1,0,0,0,5,0,0,2,152,129,0,3,0,0,0,1,0,457,0.5950520833333334
297,123,0,3,73,1,2,0,0,0,2,1,0,0,145,109,1,1,0,0,3,1,1,466,0.6297297297297297
298,126,1,2,59,0,0,0,0,0,5,1,0,0,158,138,1,1,0,0,1,0,0,493,0.6503957783641161
299,71,1,2,60,0,1,1,0,0,2,0,0,2,89,80,2,2,0,0,0,0,0,313,0.5589285714285714
300,132,1,1,80,0,0,0,0,0,0,0,1,0,141,163,0,0,1,0,0,0,2,522,0.6500622665006227
301,103,0,4,53,0,0,0,0,2,1,0,0,0,133,147,0,0,0,0,0,0,0,443,0.603542234332425
302,103,1,1,57,0,0,1,0,1,1,0,0,0,137,149,3,4,0,0,0,0,0,458,0.6082337317397079
303,112,1,4,55,0,1,3,0,1,0,0,0,1,113,86,0,4,0,0,2,0,0,383,0.5334261838440112
304,95,0,1,87,0,3,0,0,0,3,0,0,1,107,86,0,2,0,0,1,0,0,386,0.5752608047690015
305,96,1,1,74,0,1,2,0,0,1,0,0,0,125,83,2,4,0,0,0,0,0,390,0.5918057663125948
306,107,1,0,60,0,0,0,0,0,3,0,0,2,95,53,2,2,0,0,3,0,0,328,0.5061728395061729
307,103,1,3,57,0,2,0,1,2,1,0,0,1,92,58,2,4,0,1,1,1,0,330,0.4755043227665706
308,111,0,3,79,0,1,0,0,0,2,0,1,1,145,130,3,1,0,1,0,1,0,479,0.59875
309,143,1,5,61,0,0,1,0,0,0,0,1,1,169,137,1,2,0,1,3,0,2,528,0.5581395348837209
310,141,1,7,98,0,1,1,1,0,0,0,0,2,238,137,2,2,0,0,12,0,1,644,0.6646026831785345
311,257,0,0,127,0,1,0,0,2,0,0,0,0,122,98,0,0,0,0,4,0,0,611,0.5078969243557773
312,132,0,2,87,0,2,1,0,0,1,0,0,0,151,103,4,2,0,0,1,0,1,487,0.5447427293064877
313,122,3,5,89,0,2,2,0,1,3,0,0,1,89,50,1,2,0,0,2,0,1,373,0.4515738498789346
314,244,0,6,132,0,0,1,0,0,1,0,0,2,106,89,2,3,0,0,4,1,0,591,0.5777126099706745
315,127,1,8,89,0,1,0,0,0,2,0,0,0,138,75,4,1,0,0,0,0,0,446,0.487964989059081
316,106,1,6,83,1,2,1,0,0,3,0,0,1,129,77,1,2,0,1,0,0,0,414,0.4495114006514658
317,137,1,3,83,0,1,1,0,0,2,0,0,0,146,102,2,2,0,0,1,2,1,484,0.506806282722513
318,86,0,7,75,0,0,0,0,0,1,0,0,2,147,76,1,1,0,0,0,1,0,397,0.5372124492557511
319,119,1,3,53,1,1,0,0,1,1,0,0,0,56,31,0,0,0,0,2,0,1,270,0.3770949720670391
320,93,1,1,66,0,1,0,0,0,0,0,0,1,61,25,3,5,0,0,1,0,0,258,0.375
321,83,0,0,60,0,2,0,0,0,2,0,0,1,60,17,0,1,0,1,1,0,2,230,0.32951289398280803
322,72,1,0,44,2,1,0,1,0,0,0,0,0,35,24,1,0,0,3,0,0,0,184,0.42298850574712643
323,148,0,0,60,0,0,2,0,1,0,0,0,0,93,55,1,0,0,0,0,0,0,360,0.48322147651006714
324,167,3,2,79,0,0,0,0,3,2,0,0,0,96,35,0,1,0,0,0,0,0,388,0.5243243243243243
325,121,0,7,60,0,2,0,0,0,1,0,0,0,82,42,2,4,0,0,0,0,2,323,0.44005449591280654
326,111,2,6,83,0,1,1,0,1,0,0,0,1,59,37,1,3,1,0,0,1,1,309,0.43338008415147267
327,133,1,1,75,1,2,0,0,2,6,0,0,0,58,28,3,0,0,0,0,0,0,310,0.39641943734015345
328,182,0,1,117,0,1,1,0,1,2,0,0,1,112,62,2,3,0,0,1,0,3,489,0.5224358974358975
329,153,0,3,122,0,3,1,0,2,0,1,0,1,125,74,0,3,0,0,0,2,0,490,0.5518018018018018
330,173,0,1,117,0,2,2,0,1,2,0,0,0,120,80,3,5,0,1,4,1,0,512,0.6522292993630573
331,248,2,5,121,2,3,3,1,0,4,0,0,1,154,81,1,3,0,0,1,0,0,630,0.618860510805501
332,170,1,4,122,2,3,3,0,0,1,0,1,1,127,47,1,1,0,0,4,0,1,489,0.4421338155515371
333,182,0,5,102,0,0,2,0,0,0,0,2,0,80,63,4,0,0,0,1,0,1,442,0.45286885245901637
334,162,1,1,104,0,0,0,1,3,0,2,0,10,113,73,1,1,0,1,1,0,1,475,0.5026455026455027
335,173,1,2,106,0,3,3,0,5,3,0,0,1,99,56,3,0,0,0,1,1,0,457,0.4696813977389517
336,179,0,3,95,0,0,4,0,1,0,0,0,2,74,44,1,0,0,0,0,0,1,404,0.48383233532934133
337,188,0,4,112,0,1,2,0,1,0,0,0,5,120,44,0,1,0,0,1,0,0,479,0.4623552123552124
338,156,0,1,80,0,2,2,0,3,0,0,0,1,68,43,0,2,0,0,0,0,1,359,0.44596273291925465
339,190,0,1,177,1,1,4,0,1,1,0,1,0,114,98,1,3,0,0,0,0,1,594,0.5424657534246575
340,93,1,5,68,1,0,0,0,2,2,0,0,0,105,63,2,1,0,0,0,1,0,344,0.450261780104712
341,123,0,1,70,0,2,1,1,0,1,2,0,0,36,33,0,1,0,0,1,0,1,273,0.385049365303244
342,189,0,5,98,0,0,1,0,0,2,0,0,0,101,63,2,2,0,4,1,0,1,469,0.5671100362756953
343,127,2,4,83,0,3,0,1,0,6,0,0,0,119,71,0,4,0,2,0,2,1,425,0.5345911949685535
344,111,4,3,90,0,0,2,0,0,3,0,0,1,141,94,0,0,0,1,4,2,0,456,0.5643564356435643
345,127,2,3,91,0,0,3,0,0,0,1,0,1,152,93,0,1,0,1,2,0,0,477,0.5874384236453202
346,82,3,4,101,1,3,1,0,2,1,0,0,1,98,67,2,1,0,0,1,0,0,368,0.5006802721088436
347,123,0,5,79,0,0,1,0,0,0,0,0,0,200,119,1,0,0,0,2,1,0,531,0.6131639722863741
348,96,2,6,66,2,4,0,0,2,5,0,0,2,216,116,0,6,0,3,2,0,2,530,0.5843439911797134
349,141,0,0,94,0,0,1,0,0,0,0,0,0,160,127,0,0,0,0,8,0,0,531,0.6138728323699422
350,86,0,4,64,1,0,0,2,1,4,0,0,0,57,29,0,0,0,0,1,0,0,249,0.34156378600823045
351,182,0,4,131,0,2,2,0,1,2,0,1,0,174,84,4,3,0,0,1,2,0,593,0.6315228966986155
352,175,0,1,142,1,1,2,0,2,2,0,0,2,144,87,2,5,0,0,3,1,1,571,0.6473922902494331
353,150,0,1,103,0,3,2,0,4,0,0,0,0,106,62,0,1,0,1,0,0,0,433,0.4959908361970218
354,127,2,2,73,0,0,1,0,1,1,0,0,0,83,45,1,3,0,0,0,1,0,340,0.5279503105590062
355,127,0,1,139,0,0,4,1,1,1,0,0,0,105,101,0,2,0,0,0,1,1,484,0.545045045045045
356,105,0,1,50,0,1,0,0,1,0,0,0,0,57,38,1,1,2,0,0,1,1,259,0.4823091247672253
357,150,1,3,128,0,1,0,0,1,0,0,0,2,83,53,2,0,0,0,1,1,0,426,0.5496774193548387
358,212,2,0,130,0,3,0,0,0,0,0,0,0,135,96,2,0,0,0,0,0,0,580,0.5123674911660777
359,138,1,3,132,0,2,1,0,0,0,1,0,0,96,61,1,0,0,0,0,0,0,436,0.5141509433962265
360,177,2,4,95,1,0,0,0,0,2,0,0,3,88,155,2,2,0,0,0,2,2,535,0.4841628959276018
361,154,1,1,80,1,1,1,0,0,1,0,0,1,108,102,1,2,0,0,0,0,0,454,0.5919165580182529
362,164,0,5,149,1,1,3,0,0,1,0,0,2,103,70,3,0,0,0,0,2,7,511,0.5436170212765957
363,184,0,0,112,0,0,2,0,0,1,0,0,0,121,93,2,4,0,0,0,0,1,520,0.6074766355140186
364,97,1,1,65,0,0,1,0,1,2,0,0,3,109,100,3,2,0,0,1,1,0,387,0.5146276595744681
365,201,0,4,145,0,1,0,0,1,4,0,0,2,172,166,2,4,0,0,2,0,2,706,0.6303571428571428
366,143,0,7,102,0,0,1,1,0,1,0,0,0,164,116,0,2,0,0,0,0,1,538,0.5114068441064639
367,155,0,9,91,1,3,1,2,1,1,1,1,4,115,73,2,1,0,1,0,0,0,462,0.5173572228443449
368,121,0,0,53,0,3,0,2,1,0,0,0,2,84,46,3,2,0,0,5,0,0,322,0.38333333333333336
369,119,4,6,78,0,5,3,0,0,1,0,0,1,72,50,3,1,0,0,1,1,0,345,0.375
370,155,0,3,53,0,1,1,0,1,2,0,2,0,46,24,2,0,0,0,4,0,0,294,0.40440165061898214
371,121,1,0,79,0,1,0,0,2,0,1,0,1,42,33,2,0,0,0,2,0,0,285,0.393646408839779
372,168,1,4,76,0,1,1,0,0,1,0,0,1,96,87,0,4,0,0,0,0,0,440,0.3176895306859206
373,221,2,1,153,0,1,6,1,2,3,0,0,2,127,70,2,2,0,0,0,4,0,597,0.5209424083769634
374,180,2,2,133,0,3,0,0,1,0,0,0,1,124,58,3,5,1,0,1,0,1,515,0.42526837324525185
375,190,2,3,103,0,1,0,2,0,0,1,0,1,86,49,0,1,0,0,0,1,1,441,0.3944543828264758
376,221,0,3,83,0,5,1,0,1,2,0,0,4,71,64,1,1,0,1,0,1,0,459,0.4962162162162162
377,140,0,3,134,1,1,0,0,1,1,0,0,3,157,91,5,3,0,0,1,0,0,541,0.579849946409432
378,161,0,1,125,1,0,0,1,2,1,0,0,0,134,73,2,1,0,2,4,1,0,509,0.6559278350515464
379,175,0,1,151,1,0,0,0,0,0,0,0,1,153,105,1,5,0,0,1,0,0,594,0.6036585365853658
380,213,1,4,184,0,1,1,0,0,1,0,0,0,180,85,2,2,0,0,1,7,0,682,0.6205641492265697
381,113,0,2,102,0,3,0,0,1,3,0,0,1,98,22,4,5,0,0,1,0,1,356,0.39555555555555555
382,90,1,2,85,0,1,0,0,0,1,0,0,1,82,27,1,1,0,0,5,0,0,297,0.4706814580031696
383,120,1,1,121,0,3,1,0,1,1,0,0,0,102,57,0,0,0,0,0,0,1,409,0.5236875800256082
384,168,1,0,121,0,0,2,0,0,1,0,0,1,83,63,0,0,0,0,2,1,0,443,0.3214804063860668
385,204,2,10,219,0,3,3,1,0,3,0,1,1,129,77,4,4,0,0,0,3,0,664,0.5460526315789473
386,84,0,2,97,0,1,1,0,0,0,0,0,0,74,30,0,0,1,0,5,0,0,295,0.5103806228373703
387,159,0,5,103,0,1,0,0,0,1,0,3,0,69,40,4,3,0,0,0,1,2,391,0.30618637431480034
388,176,0,5,115,0,0,4,0,0,1,0,0,0,79,28,2,5,0,1,0,0,0,416,0.33226837060702874
389,243,0,2,160,0,1,4,0,0,0,0,0,0,133,40,3,3,1,0,0,1,0,591,0.4832379394930499
390,217,2,6,121,1,2,2,0,0,0,0,0,1,98,47,2,3,0,1,1,3,0,507,0.41625615763546797
391,65,0,2,49,0,0,7,0,1,9,0,0,0,217,84,0,4,0,0,0,0,1,439,0.569390402075227
392,48,2,1,31,0,2,0,1,2,6,0,0,0,102,38,1,0,0,0,1,0,0,235,0.5164835164835165
393,70,2,0,56,1,1,2,0,0,7,0,0,1,155,86,4,3,0,1,1,1,0,391,0.6337115072933549
394,41,2,0,40,1,1,1,0,0,6,0,1,2,133,51,3,6,0,0,1,2,1,292,0.5025817555938038
395,53,0,4,57,0,0,0,0,0,5,0,2,0,128,64,1,6,0,1,0,0,0,321,0.5144230769230769
396,58,0,1,46,0,2,2,1,1,11,1,0,0,164,60,1,7,0,0,1,0,0,356,0.49171270718232046
397,81,0,3,66,1,3,1,1,0,3,0,0,0,153,63,4,10,0,0,2,1,1,393,0.5275167785234899
398,66,0,1,40,0,0,2,1,2,0,0,0,0,96,42,0,3,0,0,0,0,0,253,0.3874425727411945
399,49,0,4,46,0,2,4,0,1,2,0,0,0,137,36,3,12,0,3,0,1,1,301,0.49263502454991814
400,62,0,3,45,0,2,0,2,6,26,0,0,2,169,64,3,8,0,0,2,0,2,396,0.5142857142857142
401,71,1,0,48,1,3,3,1,0,7,0,0,0,133,65,0,7,0,0,0,1,3,344,0.5417322834645669
402,164,2,2,138,0,0,3,1,1,4,0,0,3,155,103,6,4,0,0,0,0,0,586,0.559694364851958
403,108,1,4,74,0,1,3,0,1,1,0,0,0,125,42,2,2,0,0,0,0,1,365,0.5055401662049861
404,150,1,5,92,0,3,3,0,0,4,0,0,0,116,54,3,1,0,0,0,0,0,432,0.5106382978723404
405,145,0,1,72,0,1,1,0,1,0,0,0,1,93,51,2,4,0,0,5,4,1,382,0.5232876712328767
406,129,0,0,93,0,0,2,0,1,1,1,0,2,121,58,2,6,0,0,1,0,0,417,0.5285171102661597
407,200,0,1,117,0,2,0,0,0,1,1,0,1,193,100,1,4,0,0,0,0,0,621,0.617296222664016
408,124,0,3,55,0,1,0,0,1,3,0,0,0,90,50,2,3,0,0,3,0,0,335,0.469187675070028
409,138,2,1,50,0,1,0,0,1,1,0,1,0,88,39,0,0,0,0,2,0,0,324,0.48575712143928035
410,119,2,2,102,1,1,1,1,2,2,0,0,0,91,55,1,8,0,0,2,0,0,390,0.4676258992805755
411,156,1,3,108,0,0,4,0,0,1,0,0,0,140,53,1,5,0,0,0,2,0,474,0.5064102564102564
412,148,0,3,91,0,0,2,0,0,1,0,0,1,134,80,2,5,1,1,1,0,0,470,0.5274971941638609
413,66,0,2,60,0,3,1,0,0,3,0,1,0,101,51,0,4,0,0,1,0,0,293,0.4500768049155146
