SEZIONE,ENRICO MICHETTI,ROSARIO TREFILETTI,LUCA TEODORI,VIRGINIA RAGGI,FRANCESCO GRISOLIA,CRISTINA CIRILLO,FABRIZIO MARRAZZO,MARGHERITA CORRADO,GIAN LUCA GISMONDI,PAOLO BERDINI,GIUSEPPE CIRILLO,PAOLO ORONZO MAGLI,FABIOLA CENCIOTTI,ROBERTO GUALTIERI,CARLO CALENDA,MICAELA QUINTAVALLE,ELISABETTA CANITANO,CARLO PRIOLO,SERGIO IACOMONI,MONICA LOZZI,GILBERTO TROMBETTA,ANDREA BERNAUDO,TOTALE,AFFLUENZA
1258,76,0,4,84,1,1,0,0,1,16,0,0,1,222,90,2,6,0,0,1,0,1,506,0.5789473684210527
1259,68,0,0,76,1,3,1,0,0,6,0,0,2,278,78,3,6,0,0,2,0,0,524,0.6282973621103117
1260,84,1,5,99,1,3,2,0,1,6,0,0,1,251,131,2,6,0,1,0,0,0,594,0.6765375854214123
1261,85,0,0,73,0,1,0,0,0,1,0,0,0,89,77,0,2,0,0,1,0,0,329,0.6553784860557769
1262,68,0,2,58,0,0,3,0,0,3,0,0,0,152,30,5,2,0,0,1,1,2,327,0.4579831932773109
1263,85,0,9,90,0,2,1,0,1,3,0,0,2,254,124,2,4,0,0,0,1,0,578,0.6407982261640798
1264,59,2,1,63,2,1,0,0,0,3,0,0,0,147,51,3,1,0,0,1,0,0,334,0.5808695652173913
1265,78,0,2,48,1,2,0,0,0,0,0,1,0,131,46,0,2,0,2,0,0,0,313,0.4815384615384615
1266,67,0,0,64,0,2,0,0,0,3,0,2,0,143,74,2,5,1,1,1,1,0,366,0.48284960422163586
1267,74,0,2,61,0,1,1,0,0,12,0,0,0,148,72,2,2,0,0,2,0,0,377,0.5755725190839694
1268,96,1,3,73,1,2,0,0,1,5,0,0,1,127,62,1,1,0,0,0,1,2,377,0.4973614775725594
1269,103,2,3,113,0,2,1,0,1,3,0,0,1,185,110,0,9,0,0,0,3,0,536,0.5606694560669456
1270,208,1,6,85,0,3,2,0,1,0,0,0,1,126,33,0,1,0,1,0,0,0,468,0.46846846846846846
1271,146,0,5,104,0,2,2,0,1,4,0,0,0,195,91,2,7,0,0,2,3,0,564,0.5987261146496815
1272,129,0,2,97,2,2,0,0,1,1,0,0,0,143,63,1,6,2,0,1,3,0,453,0.5606435643564357
